group,n,true_noise,mean_1mp,p90_1mp,mean_ent,cl_mean,cl_p90,C_proj,out_mass,Cproj_kappa
Allegro > Kids > Toys > Building Toys,5107,0.6432347757979244,0.6057655811309814,0.9954422116279602,2.555553436279297,-0.20272429287433624,0.4123513698577881,0.013477434735632371,0.235142670978836,0.007019164616557568
Allegro > Culture and Entertainment > Books and Comics > Science and Popular Science,5026,0.12004778021102927,0.8490381240844727,0.998631477355957,3.095705986022949,0.11645885556936264,0.5109195709228516,0.02137636593786736,0.6814653630328757,0.010234550686218907
Allegro > Electronics > Computers > Printers and Scanners,4815,0.08598130841121496,0.20191504061222076,0.9480956792831421,0.7323737144470215,-0.6837257742881775,0.17110595107078552,0.027670932182386254,0.08832542059453707,0.017849421079775416
Allegro > Culture and Entertainment > Books and Comics > Elementary and High School Textbooks,4801,0.6304936471568423,0.3694700002670288,0.991363525390625,1.463248610496521,-0.51223224401474,0.2810821533203125,0.03205827195743466,0.2694354128326085,0.030087813596143723
Allegro > Home and Garden > Equipment > Kitchen Utensils,4791,0.08996034230849509,0.678546667098999,0.9985752105712891,3.682321071624756,-0.17108263075351715,0.3444671630859375,0.05842823405563644,0.5273517807897012,0.02910477157769235
Allegro > Business and Services > Industry > Materials and accessories,4696,0.37883304940374785,0.629157304763794,0.9991805553436279,3.2775425910949707,-0.21983902156352997,0.34050750732421875,0.119536358150782,0.5625345109243206,0.07983766535395155
Allegro > Culture and Entertainment > Books and Comics > Fiction,4667,0.17548746518105848,0.8195462226867676,0.9969784021377563,2.8284075260162354,0.08528664708137512,0.49389952421188354,0.02474311882882904,0.6914629190106553,0.016890616725497774
Allegro > Home and Garden > Furniture > Bedroom,4395,0.018430034129692834,0.11556020379066467,0.49003905057907104,0.467143714427948,-0.8245201706886292,-0.2340087890625,0.011721424613822244,0.10717228435412207,0.010400725101751485
Allegro > Fashion > Jewelry and Watches > Women's Jewelry,4316,0.031278962001853566,0.11637187004089355,0.35546875,0.5504639148712158,-0.8303933143615723,-0.4969482421875,0.002621168108748899,0.08226140672073412,0.001625663858426863
Allegro > Automotive > Car Equipment and Accessories > Mats,4226,0.002129673450070989,0.05175165459513664,0.0205078125,0.2010979801416397,-0.9231387972831726,-0.9711704254150391,0.0005171359179724784,0.03886791884588847,0.0005171359179464655
Allegro > Electronics > Computers > Laptop Parts,3984,0.007530120481927711,0.15431171655654907,0.81951904296875,0.7303734421730042,-0.7928797602653503,0.01863403245806694,0.0126832122492424,0.12162950486842405,0.008645310300368076
Allegro > Automotive > Motorcycle Parts and Equipment > Motorcycle parts,3909,0.027116909695574315,0.503320574760437,0.9967319369316101,2.3918092250823975,-0.3424602150917053,0.3680053651332855,0.034205450487205115,0.34251317698255956,0.01489701479039357
Allegro > Culture and Entertainment > Books and Comics > Self-help Books and Albums,3853,0.23929405657928887,0.8534517288208008,0.9986890554428101,3.2196309566497803,0.10439276695251465,0.475494384765625,0.03210634835205835,0.7215445021081831,0.022805874692999505
Allegro > Home and Garden > Lighting > Lamps,3441,0.14617843650101714,0.35864925384521484,0.964874267578125,1.3061131238937378,-0.47457370162010193,0.3984375,0.009682958108801123,0.1950960353133776,0.005388073458289648
Allegro > Automotive > Car Parts > Drive system,3299,0.023340406183692028,0.27503693103790283,0.9880401492118835,1.0513393878936768,-0.6010316014289856,0.33299294114112854,0.022275600413099637,0.16812103798838218,0.012245186836740123
Allegro > Home and Garden > Construction Work and Equipment > Electrical Equipment and Accessories,3277,0.11138236191638694,0.5072730183601379,0.9951721429824829,2.7029242515563965,-0.3772638738155365,0.24623718857765198,0.040516172728806185,0.3926411976820091,0.02269853544692782
Allegro > Automotive > Car Parts > Engine cooling system,3260,0.005214723926380368,0.21698814630508423,0.946850597858429,0.7709034085273743,-0.6706314086914062,0.2520889341831207,0.014132441680525165,0.1506502286056799,0.007928679912224708
Allegro > Home and Garden > Tools > Accessories and Equipment,3256,0.17229729729729729,0.5577942132949829,0.9947147369384766,2.6959927082061768,-0.27416205406188965,0.3466026782989502,0.058907538335759235,0.4468193425629883,0.04236469919911235
Allegro > Culture and Entertainment > Music > CDs,3179,0.007549543881723813,0.7841148972511292,0.9953544735908508,2.561147451400757,0.06681167334318161,0.3762008547782898,0.004501585690099374,0.21113908737101017,0.0030812784365643994
Allegro > Kids > Toys > Educational,3132,0.05842911877394636,0.8352309465408325,0.998936653137207,3.882857322692871,0.04937238618731499,0.45960235595703125,0.019737125204129468,0.6781276951652224,0.012716026107240581
Allegro > Home and Garden > Furniture > Living Room,3079,0.06722962000649561,0.3261013329029083,0.9275878667831421,1.4130758047103882,-0.5274800658226013,0.22563476860523224,0.013916998170157971,0.26313251551191064,0.007136634836280994
Allegro > Home and Garden > Equipment > Window Decor,3020,0.10993377483443709,0.210288867354393,0.9530242681503296,0.9051355123519897,-0.6988344192504883,0.172746941447258,0.02662690714634052,0.12380465121063966,0.01597944064769804
Allegro > Automotive > Car Parts > Interior equipment,3019,0.008943358728055647,0.44174355268478394,0.9942077398300171,1.971487045288086,-0.41824620962142944,0.34064942598342896,0.0271928501756553,0.36233547082125805,0.018173316822792666
"Allegro > Fashion > Clothing, Shoes, Accessories > Women's Underwear",3018,0.022200132538104704,0.2852189838886261,0.9725692868232727,1.0758271217346191,-0.5741195678710938,0.372183233499527,0.024132663749095198,0.19700597168358058,0.013440064394017529
Allegro > Automotive > Car Parts > Lighting,2832,0.020480225988700564,0.22820015251636505,0.9698745608329773,0.9419314861297607,-0.6808953285217285,0.22934217751026154,0.019000300343756223,0.1529334003558266,0.011806509255093222
Allegro > Supermarket > Pet Supplies > Dogs,2790,0.11935483870967742,0.49645769596099854,0.9922588467597961,2.5590732097625732,-0.3702473044395447,0.25239866971969604,0.03363563927086756,0.35439280985076793,0.014596718694638794
Allegro > Automotive > Machine and Other Vehicles Parts > Spare parts for agricultural machines,2768,0.46604046242774566,0.5139079093933105,0.9987831115722656,2.258117914199829,-0.3207034468650818,0.4205642640590668,0.046784055685768704,0.3580077680506114,0.04516447316625336
"Allegro > Automotive > Car Parts > Electrical system, ignition",2696,0.037091988130563795,0.374984472990036,0.9937362670898438,1.8253003358840942,-0.5196529626846313,0.25199127197265625,0.04476885794134289,0.32278351728923227,0.027575084717206162
Allegro > Home and Garden > Equipment > Holiday and Occasional Decorations,2653,0.20919713531850734,0.7160389423370361,0.999076247215271,3.061901569366455,-0.05892384052276611,0.5014892816543579,0.07434144922192268,0.5563062645110193,0.044116850505534495
Allegro > Home and Garden > Garden > Garden Furniture,2570,0.09727626459143969,0.38771456480026245,0.9868820309638977,1.7694590091705322,-0.4701269268989563,0.31974107027053833,0.027522978432071233,0.26555326045255256,0.022130125726432696
Allegro > Home and Garden > Construction Work and Equipment > Walls and Facades,2533,0.3260955388866956,0.5643600225448608,0.9987636804580688,3.0581588745117188,-0.31530606746673584,0.2880310118198395,0.08701629095115379,0.49962668137921207,0.053177439610961094
Allegro > Automotive > Car Equipment and Accessories > Covers,2490,0.04738955823293173,0.2687196433544159,0.9033263921737671,0.8567061424255371,-0.5530452728271484,0.3858398497104645,0.002882040596136338,0.10887064672856928,0.002882040595964007
Allegro > Home and Garden > Construction Work and Equipment > Hydraulic Installations and Accessories,2465,0.6807302231237322,0.532638430595398,0.9938285946846008,2.3189611434936523,-0.26994872093200684,0.4195060729980469,0.04673935682406882,0.360313986305291,0.04546649426292509
Allegro > Home and Garden > Construction Work and Equipment > Heating,2323,0.7378390012914335,0.3911144435405731,0.992932140827179,2.025956153869629,-0.5037517547607422,0.21522440016269684,0.03663848526152104,0.2998087174718974,0.02368964629506395
Allegro > Culture and Entertainment > Games > Social,2163,0.15349052242256125,0.8664820790290833,0.9994332194328308,3.5336732864379883,0.11841326951980591,0.460113525390625,0.05079947427215283,0.5400318421261542,0.026306634271136834
Allegro > Beauty > Care > Hair,2157,0.06212331942512749,0.49367159605026245,0.9958412051200867,2.42610764503479,-0.35924550890922546,0.36206674575805664,0.04073328938242816,0.35125195037782553,0.02458673744949787
Allegro > Home and Garden > Equipment > Bedding and Blankets,2111,0.08337280909521554,0.23816615343093872,0.859375,0.9622790813446045,-0.6422063112258911,0.13801723718643188,0.013883387433252167,0.21225535299246034,0.006491582680168734
Allegro > Business and Services > Industry > Construction,2073,0.3386396526772793,0.6456034779548645,0.9991413950920105,3.24375581741333,-0.1940232664346695,0.3605130612850189,0.1395119378447616,0.5987606945385175,0.09819553601107861
Allegro > Home and Garden > Equipment > Tableware,2050,0.13414634146341464,0.60548996925354,0.9975153207778931,3.005901336669922,-0.2231350690126419,0.30619508028030396,0.05494326913199314,0.4907485377497789,0.04340824607777027
"Allegro > Electronics > Audio, Video and Household Appliances > Electronics",1924,0.20218295218295218,0.8397650718688965,0.9996892809867859,4.265048503875732,0.036138877272605896,0.42438697814941406,0.19021319437150297,0.7817974622494961,0.12735939490421183
"Allegro > Culture and Entertainment > Books and Comics > Popular Fiction, Erotica",1874,0.004268943436499467,0.8211660385131836,0.9960395693778992,2.6972885131835938,0.10959523171186447,0.4297332763671875,1.4722879056506188e-05,0.7065627155398101,1.4722879055919289e-05
Allegro > Automotive > Car Equipment and Accessories > Wiper blades,1854,0.004314994606256742,0.1415390819311142,0.6675049066543579,0.43550097942352295,-0.7632569670677185,0.06151121109724045,0.0007597339888866812,0.09478647253016947,0.0007597339888563958
Allegro > Electronics > Phones and Accessories > Smartphones and Cell Phones,1852,0.6555075593952484,0.48068925738334656,0.9980803728103638,2.7701737880706787,-0.454362154006958,0.08479080349206924,0.0246636901265175,0.2536563998164677,0.024088980897403516
Allegro > Business and Services > Industry > Machinery and equipment,1840,0.4483695652173913,0.8542631268501282,0.9998283386230469,4.71220064163208,0.017535561695694923,0.3492054045200348,0.20169781819054172,0.823705388152081,0.14083212243294227
Allegro > Kids > Toys > Jigsaw Puzzles,1805,0.00886426592797784,0.2182989865541458,0.7546142339706421,0.9860544800758362,-0.6845618486404419,-0.00849609449505806,0.006982705343277779,0.20477187157998122,0.006982705342798259
Allegro > Automotive > Garage Tools and Equipment > Manual tools,1755,0.101994301994302,0.8373163938522339,0.9988816976547241,3.6246488094329834,0.10268434137105942,0.4777465760707855,0.0819204643293169,0.684833332310375,0.05498545205274567
"Allegro > Culture and Entertainment > Books and Comics > History, Archeology",1700,0.2288235294117647,0.8224198818206787,0.9983146786689758,2.9041366577148438,0.09390632808208466,0.45500946044921875,0.009102356311308835,0.6410837046889698,0.007241349494485141
Allegro > Automotive > Tires and Rims > Rims,1697,0.03771361225692398,0.12114740163087845,0.38818359375,0.45026862621307373,-0.8095393180847168,-0.33955079317092896,0.0029995675227214593,0.09103161338925292,0.002999567522570576
Allegro > Beauty > Care > Face,1696,0.07193396226415094,0.6194123029708862,0.9965896606445312,3.2447757720947266,-0.23380789160728455,0.2929280698299408,0.04373244451314237,0.5073765451615712,0.024070398255797244
Allegro > Automotive > Car Parts > Steering system,1652,0.011501210653753027,0.223580464720726,0.9765533208847046,0.8268775343894958,-0.6724894046783447,0.27160340547561646,0.008746266226014397,0.1743632429448514,0.005061410771819044
Allegro > Home and Garden > Construction Work and Equipment > Bathroom and Toilet,1641,0.2291285801340646,0.5394737124443054,0.9979095458984375,2.705009937286377,-0.2962535619735718,0.3501739501953125,0.07203626161405986,0.43828807801171665,0.04382384030879672
Allegro > Home and Garden > Furniture > Furniture Accessories,1559,0.2386144964720975,0.6580058336257935,0.9990431070327759,3.328723192214966,-0.1779506802558899,0.40971583127975464,0.10561097595724603,0.5889944449076674,0.07833038580336965
Allegro > Home and Garden > Garden > Gardening Tools,1548,0.07493540051679587,0.8895421624183655,0.9996306300163269,4.899533271789551,0.04925324022769928,0.3266981840133667,0.09972439252872832,0.7915603767608795,0.05146350793324678
"Allegro > Culture and Entertainment > Books and Comics > Religious Studies, Theological Science",1530,0.2751633986928105,0.757978618144989,0.9972169995307922,2.656015396118164,0.022972173988819122,0.44322967529296875,0.005569140368551578,0.5704327125954473,0.005569140368218573
"Allegro > Fashion > Clothing, Shoes, Accessories > Costumes, Masks",1526,0.019659239842726082,0.6560887098312378,0.9982671737670898,2.5849967002868652,-0.07491426914930344,0.5520782470703125,0.06407669454415432,0.4927437426925174,0.033602151753887505
Allegro > Culture and Entertainment > Movies > DVDs,1448,0.14433701657458564,0.9181579351425171,0.9987104535102844,3.637273073196411,0.09731773287057877,0.2376798689365387,0.008357488871688511,0.23522730945552905,0.004240437875633383
Allegro > Electronics > Phones and Accessories > Smartwatches and Accessories,1374,0.259825327510917,0.4965660870075226,0.9798904657363892,1.7036796808242798,-0.2619474530220032,0.564007580280304,0.011738493868292985,0.32490275442339966,0.008970519886784257
"Allegro > Electronics > Computers > Accessories (Laptop, PC)",1336,0.12649700598802396,0.7276917695999146,0.9981656074523926,3.3266496658325195,-0.041567206382751465,0.4853363037109375,0.08267665221711981,0.5886478353581743,0.04217794739189589
Allegro > Supermarket > Groceries > Confectionery Decorations and Baking Products,1332,0.539039039039039,0.32603079080581665,0.9981989860534668,1.701230525970459,-0.5836023092269897,0.22708281874656677,0.05407433674436302,0.26849194989727077,0.05407433673557516
Allegro > Home and Garden > Construction Work and Equipment > Fences and Gates,1332,0.5495495495495496,0.676884651184082,0.998078465461731,3.3435556888580322,-0.15052352845668793,0.3844444155693054,0.04299306109182273,0.524045160851321,0.02113755371120871
Allegro > Home and Garden > Furniture > Kitchen,1227,0.2754686226568867,0.4113452136516571,0.9820404052734375,1.6799131631851196,-0.40691184997558594,0.4852539002895355,0.03292456088839274,0.36225772593792804,0.01978711949503014
Allegro > Home and Garden > Equipment > Carpets and Rugs,1227,0.08720456397718011,0.239716574549675,0.961956799030304,1.126828908920288,-0.6762834191322327,0.13724975287914276,0.0325285234250829,0.18870446408970531,0.032528523422057296
Allegro > Kids > Toys > Dolls and Accessories,1224,0.0727124183006536,0.7272621989250183,0.9995075464248657,3.3414928913116455,-0.0905110239982605,0.3867736756801605,0.03460875218330778,0.40222244110761907,0.019176217384936477
Allegro > Beauty > Care > Body,1216,0.1455592105263158,0.6559082865715027,0.9958782196044922,3.389784574508667,-0.17492620646953583,0.370147705078125,0.06501025142272185,0.5919517731097967,0.0474722066472309
Allegro > Kids > Toys > Figures,1213,0.057708161582852434,0.8182677030563354,0.9978401064872742,3.3574349880218506,0.0673932135105133,0.48225098848342896,0.012481055381276085,0.5710527277739699,0.009855327521783539
"Allegro > Electronics > Audio, Video and Household Appliances > TV and Video",1194,0.20016750418760468,0.5825297832489014,0.9986406564712524,2.940716028213501,-0.2569911479949951,0.34237030148506165,0.09722866392098206,0.4694288915126168,0.06757851587382392
Allegro > Automotive > Car Equipment and Accessories > Tuning Accessories,1184,0.46283783783783783,0.2756587266921997,0.9757461547851562,1.2937272787094116,-0.631308913230896,0.21308593451976776,0.03944251675959174,0.2445858232676984,0.03944251675623135
Allegro > Fashion > Jewelry and Watches > Watches,1176,0.06207482993197279,0.3533237874507904,0.956878662109375,1.2436552047729492,-0.4731898307800293,0.46185302734375,0.006889203916129646,0.2359620330183685,0.006889203915717708
"Allegro > Kids > Events, Parties > Gadgets and Decorations",1152,0.08333333333333333,0.44404351711273193,0.9971885681152344,2.093550443649292,-0.41679346561431885,0.3684418797492981,0.056559053297524246,0.3830655384291377,0.05655905329226346
Allegro > Automotive > Car Care Products > Washing and care,1127,0.15084294587400177,0.9060620665550232,0.9996201992034912,5.249635219573975,0.0472789965569973,0.28587597608566284,0.1214592318467233,0.7664853142972742,0.06938923417081252
"Allegro > Culture and Entertainment > Books and Comics > Calendars, Gadgets and Accessories",1114,0.29443447037701975,0.7399485111236572,0.9991641640663147,2.9407973289489746,0.0009898762218654156,0.5837581753730774,0.10734810935995875,0.6872581838491361,0.07232424062918062
Allegro > Kids > Kids' Room > Equipment,1104,0.04800724637681159,0.6555072665214539,0.9989123344421387,2.770552396774292,-0.08217129856348038,0.656982421875,0.094931415967202,0.5862564542803212,0.05479407495135685
Allegro > Health > Medicine Cabinet Essentials > Dietary Supplements,1072,0.28544776119402987,0.8619743585586548,0.9981896281242371,4.164865970611572,0.02840786799788475,0.2969703674316406,0.021882793848936787,0.5761766740635259,0.020788626637595953
Allegro > Home and Garden > Construction Work and Equipment > Construction Equipment and Accessories,1063,0.36970837253057387,0.6959658861160278,0.999267578125,3.5485570430755615,-0.14451798796653748,0.29347991943359375,0.11557792472292701,0.6610215838967015,0.11557792470267246
"Allegro > Electronics > Audio, Video and Household Appliances > Freestanding Household Appliances",1062,0.5188323917137476,0.5003086924552917,0.9984557032585144,2.644390106201172,-0.3537285327911377,0.33725032210350037,0.09537749033673132,0.39722790657463747,0.09537749032001681
Allegro > Supermarket > Household Essentials > Household chemicals,1057,0.13528855250709557,0.7825623154640198,0.9986007809638977,4.737205982208252,-0.10647899657487869,0.2506774961948395,0.05868272328343032,0.709997245469179,0.041022863235382914
Allegro > Kids > Toys > Babies,1051,0.19980970504281637,0.9195765852928162,0.9992589950561523,4.54835844039917,0.11300817131996155,0.41039276123046875,0.06491597360025715,0.7968990442641681,0.043559005952322705
Allegro > Sports and Travel > Bicycles and Accessories > Accessories,1050,0.10285714285714286,0.6692500114440918,0.9989679455757141,3.550354242324829,-0.16077442467212677,0.36493396759033203,0.08123541136871484,0.5676177519276029,0.03389473344056294
Allegro > Kids > Toys > Stuffed Toys,1050,0.1457142857142857,0.6794285774230957,0.9989451169967651,2.7097067832946777,-0.045924726873636246,0.47443997859954834,0.04805088035642664,0.3901341031846547,0.0371552222467766
Allegro > Kids > Toys > Remote-controlled,1041,0.027857829010566763,0.6830232739448547,0.9988460540771484,3.309390068054199,-0.1237524151802063,0.3829345703125,0.026080710125914633,0.5076515644244799,0.021040173810528157
Allegro > Automotive > Car Equipment and Accessories > Towing,1022,0.004892367906066536,0.14158867299556732,0.83502197265625,0.686125636100769,-0.8113800883293152,0.016872406005859375,0.021793376926670244,0.10837040284608446,0.021793376925367116
Allegro > Electronics > Computers > Network Devices,1004,0.12848605577689243,0.6583526134490967,0.9986430406570435,3.2808213233947754,-0.15304940938949585,0.4632244110107422,0.13147935296015495,0.5093193929271395,0.07984672223174845
"Allegro > Electronics > Audio, Video and Household Appliances > Headphones",975,0.28,0.5467763543128967,0.980487048625946,1.6824300289154053,-0.13572745025157928,0.5860595703125,0.01713321013154047,0.4139657032184111,0.013408834953735715
Allegro > Kids > Toys > Cars and Other,965,0.046632124352331605,0.8846800327301025,0.9993724822998047,4.338857173919678,0.07360072433948517,0.40033644437789917,0.04590116314022922,0.6699714025067541,0.024098355755750697
Allegro > Supermarket > Pet Supplies > Aquaristics,946,0.19027484143763213,0.9472507834434509,0.9998679757118225,5.764441967010498,0.06653337925672531,0.24231845140457153,0.14714919946660024,0.8727273547246138,0.07494994478404274
Allegro > Sports and Travel > Bicycles and Accessories > Parts,941,0.3071200850159405,0.6869274377822876,0.9997513294219971,3.813397169113159,-0.1656026393175125,0.35218048095703125,0.15833634886731696,0.6398234455415723,0.11663963347562169
Allegro > Supermarket > Pet Supplies > Cats,940,0.22872340425531915,0.6344236731529236,0.998462975025177,3.106240749359131,-0.16963686048984528,0.401231586933136,0.11337048494425196,0.5455496609845061,0.07503176889718037
Allegro > Culture and Entertainment > Music > Vinyl Records,939,0.0308839190628328,0.6225597262382507,0.9949249029159546,2.017702341079712,-0.09141016751527786,0.3855401277542114,0.02372219473668759,0.26056906685661585,0.01808021057771101
Allegro > Electronics > Computers > Pointing Devices,934,0.10706638115631692,0.49820032715797424,0.9879348874092102,2.231084108352661,-0.29551130533218384,0.33755072951316833,0.03818121726812035,0.26280520968059395,0.02135175383115893
Allegro > Home and Garden > Garden > Lighting,910,0.33296703296703295,0.7273837327957153,0.997999370098114,2.6788761615753174,0.013413811102509499,0.742565929889679,0.06442290716725459,0.590408903818864,0.03949475302885919
Allegro > Collections and Art > Handmade > Sewing,904,0.05530973451327434,0.6856724619865417,0.9992994666099548,3.736454963684082,-0.16454000771045685,0.3384416699409485,0.12807131682892764,0.6656576496573676,0.09405390278893243
Allegro > Home and Garden > Equipment > Bathroom Accessories,898,0.0801781737193764,0.7061132788658142,0.9986497759819031,3.839852809906006,-0.12610095739364624,0.3949882388114929,0.09566479337998819,0.6376108689138247,0.05115037349543698
Allegro > Sports and Travel > Fishing > Fishing Accessories,886,0.1343115124153499,0.7600733041763306,0.9997241497039795,4.570015907287598,-0.12678106129169464,0.23123124241828918,0.16156273642087116,0.6934636047543037,0.16156273639358087
"Allegro > Home and Garden > Equipment > Tablecloths, Napkins, Coasters",871,0.016073478760045924,0.20407506823539734,0.9293212890625,1.16869056224823,-0.7493939995765686,0.03658485412597656,0.023537861749471086,0.19065625987835777,0.023537861748063646
"Allegro > Culture and Entertainment > Books and Comics > Maps, Guides, Travel Books",864,0.017361111111111112,0.46926024556159973,0.9979425668716431,2.0160303115844727,-0.3959302306175232,0.339599609375,0.05378858469826006,0.424651573860535,0.03859706471282378
Allegro > Collections and Art > Handmade > Handmade Items,860,0.3918604651162791,0.6002719402313232,0.9997315406799316,2.441666603088379,-0.16180561482906342,0.6357694268226624,0.2004848138789254,0.5887223371932673,0.15358068070840245
Allegro > Supermarket > Household Essentials > Cleaning,858,0.2680652680652681,0.6741421222686768,0.9990345239639282,4.010076522827148,-0.20890790224075317,0.23479506373405457,0.12116505139231995,0.6367975088544103,0.07618721603272917
Allegro > Sports and Travel > Team Sports > Football,845,0.05325443786982249,0.5937319397926331,0.9992368817329407,2.261432409286499,-0.13906174898147583,0.6715728640556335,0.09042524109815263,0.5173130448753311,0.06917197274052579
Allegro > Automotive > Car Care Products > Paintwork Care Products,830,0.14457831325301204,0.6933836936950684,0.9992856979370117,3.562546968460083,-0.14473626017570496,0.31181520223617554,0.11691227694273841,0.5412913253508418,0.09082524711477948
Allegro > Automotive > Car Parts > Air conditioning system,817,0.017135862913096694,0.2653588354587555,0.9900588989257812,1.0005314350128174,-0.6086799502372742,0.43680495023727417,0.03789501829092485,0.23023106484255562,0.0378950182876963
Allegro > Home and Garden > Garden > Plants,791,0.2718078381795196,0.7719680070877075,0.9994964599609375,4.206528663635254,-0.07402794063091278,0.31610107421875,0.09192539643604396,0.599074091380827,0.053033054828530324
Allegro > Electronics > Computers > Computer Components,785,0.16560509554140126,0.6537414789199829,0.9992460012435913,3.5194032192230225,-0.17348839342594147,0.3062171936035156,0.08208099343195838,0.6027184639007422,0.047986398539744096
Allegro > Automotive > Car Parts > Wipers and sprinklers,763,0.08125819134993446,0.3713150918483734,0.9971016049385071,1.1172441244125366,-0.40042170882225037,0.7961200475692749,0.015223643788911539,0.3097126998720132,0.00984344497493487
Allegro > Automotive > Car Parts > Ventilation system,762,0.028871391076115485,0.32018521428108215,0.9788147211074829,1.4832427501678467,-0.5683440566062927,0.239990234375,0.02072292270404153,0.2258275796578626,0.012256908374469997
Allegro > Beauty > Fragrance > Fragrances for women,761,0.09329829172141918,0.5035454034805298,0.97662353515625,1.8549342155456543,-0.2527555525302887,0.4560546875,0.024620507933557183,0.39399820957797904,0.024620507932085006
Allegro > Home and Garden > Garden > Irrigation,760,0.14605263157894738,0.7334690093994141,0.999468207359314,4.089757442474365,-0.12758532166481018,0.3013781011104584,0.12836528216900764,0.6723953036885513,0.10829316567918221
"Allegro > Culture and Entertainment > Books and Comics > Fantasy, Science Fiction, Horror",757,0.009247027741083224,0.8951060175895691,0.9985426068305969,3.0934746265411377,0.16062350571155548,0.4613395631313324,0.022671950018322548,0.8396027030686564,0.022671950017182113
Allegro > Collections and Art > Collections > Model Building,742,0.3867924528301887,0.7907909154891968,0.9999209642410278,4.062680244445801,-0.02338479831814766,0.4758216142654419,0.24763920078198337,0.7530952259054724,0.19769814541913147
Allegro > Sports and Travel > Gym and Fitness > Fitness training,735,0.2217687074829932,0.6195427179336548,0.9984943270683289,3.981383800506592,-0.2777669429779053,0.18715645372867584,0.0860484947547683,0.5651164072711451,0.051123410578624094
Allegro > Home and Garden > Construction Work and Equipment > Doors,730,0.030136986301369864,0.6276538968086243,0.9984433054924011,3.326249361038208,-0.21288709342479706,0.28760987520217896,0.061239090393328297,0.5048872389205514,0.036188227781101055
