W,D,H_pbar,C,kappa,score,group,n,true_noise_rate
2.9729197828826424,2.1079540864837982,5.080873869366441,0.9934204006331488,0.41274411625271146,1.4034488259598925,0,35,0.4857142857142857
5.453085164963349,1.554218876119533,7.007304041082882,0.9729510681442004,0.18894155467250617,1.156781955579641,3,25,0.04
3.981991537696484,1.9424446179284538,5.924436155624938,0.8513407350613784,0.3023067977065462,1.108706826434921,4,52,0.19230769230769232
2.6835077549293924,3.6694036493481894,6.352911404277582,0.8564352257306673,0.25105269746978387,1.0714455993584946,5,892,0.757847533632287
2.916974135799018,3.6738904161699457,6.590864551968964,0.9510693727555601,0.23594666440296086,1.1754710188730508,6,1076,0.5687732342007435
0.5229366734436826,1.4948897692006478,2.0178264426443304,0.2717611267617587,0.6571246322314199,0.45034205723987564,7,1019,0.9784102060843964
2.955653577788879,1.7622890305763041,4.717942608365183,0.9424141111974718,0.45516723007934734,1.371370131778915,8,126,0.05555555555555555
2.235938129394259,1.2543692885960205,3.4903074179902793,0.9975930952464311,0.5965697769833471,1.5927269855977215,10,23,0.043478260869565216
3.0790554028089177,1.894035187051926,4.973090589860844,0.9997094547604963,0.4248633056533794,1.4244493184029783,11,37,0.4864864864864865
2.37830710850662,1.4333453121246755,3.8116524206312956,0.7019500858138692,0.5434085670638438,1.083395776096326,12,417,0.002398081534772182
1.580806675489563,1.1974406962035935,2.7782473716931566,0.9999053126640538,0.6787017966591506,1.678542844858177,13,32,0.1875
2.8002892284175,3.422545680630978,6.222834909048478,0.9424707794506659,0.27840677157729843,1.2048610264634658,15,732,0.6024590163934426
2.399799581705749,2.164453493677791,4.56425307538354,0.8609801520705522,0.4690516374051549,1.264824302172584,16,144,0.1875
3.0102907630485087,3.088866779442299,6.099157542490808,0.8218359858455307,0.274973090170039,1.0478187664864167,17,834,0.24100719424460432
2.8067533933382376,2.0534346374311654,4.860188030769403,0.9998087736298156,0.43791678877543494,1.4376418211672901,18,24,0.25
2.2430976436319914,2.192982762033631,4.4360804056656225,0.4929611135360885,0.3676753650833926,0.6742107709273856,19,125,0.032
0.6021616278546328,0.75913098202579,1.3612926098804228,0.9988414698193917,0.8427260975427991,1.8405912437442011,21,23,0.043478260869565216
0.38721261910449545,1.3974892037068312,1.7847018228113267,0.9989653138877588,0.793730340655947,1.7918743927833645,24,71,0.07042253521126761
0.4237251487417136,1.72745287081476,2.1511780195564736,0.9998451403739295,0.7512287087316751,1.750957514108677,25,239,0.3054393305439331
1.4098588117885364,2.5509292766212948,3.9607880884098314,0.999656614654529,0.5419612890976899,1.5414318021877302,26,225,0.6844444444444444
2.9543862523324615,2.970168774996876,5.924555027329338,0.9995395456945632,0.31484989421341636,1.3142444659186225,27,510,0.8901960784313725
0.8312577799795535,1.4550449102059748,2.2863026901855283,0.9999755821533003,0.7355871387838175,1.7355447594831288,28,36,0.25
0.776320292528375,1.533642207159006,2.309962499687381,0.9997451692600583,0.7328798959543616,1.7324383048882455,29,1290,0.006201550387596899
0.8084713297855045,2.060143139714927,2.8686144695004314,0.9983929017449491,0.6684191244175868,1.6657378109540417,30,446,0.2533632286995516
0.8784813794555408,1.0587665947741283,1.937247974229669,0.9999816733934512,0.7759566165492342,1.775924069291075,32,64,0.015625
0.7804783350622508,1.4956215169668772,2.276099852029128,0.9999438661317752,0.7367750006398843,1.7366775087408624,33,22,0.5
0.1481387638579707,0.5211173825305906,0.6692561463885612,0.9999999393990495,0.9225993603811145,1.9225992438697657,34,21,0.0
1.0252795819444842,1.8042545878409662,2.8295341697854504,0.9999338319625165,0.6727693039709028,1.6726586201088964,36,146,0.2465753424657534
0.9884081325755201,1.356685382447727,2.345093515023247,0.9999333879548562,0.7287921561661691,1.7286769977850183,37,33,0.21212121212121213
0.6932167509807553,1.1547587897159857,1.847975540696741,0.9997680420359454,0.7863091441544652,1.785894795522215,38,68,0.04411764705882353
1.2633523881816595,1.8363488739175882,3.0997012620992477,0.9994197729643619,0.6415764910751252,1.6406240040139355,39,196,0.2602040816326531
0.28995090050832945,0.8134033903562516,1.103354290864581,0.9999890149972177,0.872396722233443,1.8723761539502397,40,29,0.034482758620689655
0.5631065308059947,1.2706394575203914,1.833745988326386,0.9999854779564349,0.7879269913250974,1.7879010269714382,41,142,0.24647887323943662
0.6178353305858928,1.6353740780437058,2.2532094086295986,0.9997992847774675,0.7394376660433529,1.7390885344251314,42,923,0.0032502708559046588
0.8978203700175439,1.5542947817235193,2.4521151517410633,0.99887302934434,0.716543141949926,1.714608648199774,43,352,0.002840909090909091
0.6537849640533232,1.2332556282487852,1.8870405923021085,0.999971982726774,0.7817642956837898,1.7817143755066933,44,285,0.007017543859649123
0.45302421165802836,1.4000819041278045,1.8531061157858328,0.9999159966687667,0.7856940052740962,1.78554400102909,45,347,0.008645533141210375
0.5050635790679109,1.4092720652497799,1.9143356443176907,0.9999572754148647,0.7786094497287565,1.778533459377899,46,274,0.0364963503649635
1.6679877880567742,2.0583257971448323,3.7263135852016065,0.9987219417735902,0.5691713559947029,1.5671658636345271,47,242,0.4132231404958678
0.26608416806709007,0.8879565339896782,1.1540407020567682,0.9999658113980181,0.8665370448258697,1.8664732305337597,59,28,0.4642857142857143
0.9315581878791136,2.1992355994108714,3.130793787289985,0.9997954786121577,0.6379471637487073,1.637612168521565,61,66,0.36363636363636365
0.1903535444589356,0.7922552301739295,0.9826087746328651,0.999986096692792,0.8863627533254004,1.886336526644535,63,95,0.0
