N,T,n_groups,p90_sp,p90_au,guard_sp,guard_au
1000,0.3,300,0.36229519408188154,0.7511,0.27203525633202746,0.7127
1000,0.5,300,0.3579943207095298,0.748,0.2699679660005674,0.7137
1000,0.7,300,0.34330126756009516,0.7395999999999999,0.26282050026971404,0.7099000000000001
1000,1.0,300,0.32105014389324793,0.724,0.2379936229065092,0.6947
1000,1.5,300,0.29447986803076026,0.7102,0.15264712202165856,0.6370999999999999
