group,n,n_mis,structure,mean_s,max_s,p90_s,C,kappa,C_kappa
3591,1595,62,0.9838709677419355,0.09384667017616823,0.9999478459358215,0.25566406250000007,0.04858567860335202,0.5686756103777952,0.027629490435380596
821,1578,17,0.47058823529411764,0.17315511006970521,0.9998661279678345,0.42094726562499984,0.09250199170757856,0.681371451389769,0.06302821634623718
458,1578,49,0.10204081632653061,0.7975044330565497,0.9999997615814209,0.9976724624633789,0.6067725019858339,0.26399316082374646,0.16018379070017327
2197,1503,162,0.22839506172839505,0.6080290019631148,0.9999995827674866,0.9977367401123047,0.4031123191433535,0.2869239415468767,0.11566257549471347
5615,1484,29,1.0,0.22188950279812927,0.9999977350234985,0.7935913085937502,0.12095597566227324,0.5683657385007799,0.06874723243337029
2929,1405,1180,0.2559322033898305,0.2227751671207333,0.9999973773956299,0.983740234375,0.12148137452078941,0.2881190863178017,0.03500110263156052
1271,1369,8,0.5,0.7943079694071505,0.9999963045120239,0.9954421997070313,0.6026769006156024,0.5137449087755862,0.3096221893279157
4518,1349,24,0.25,0.7506705873360715,0.9999971985816956,0.9962665557861328,0.5495743583510211,0.47101328797182807,0.25885682551192213
4524,1295,5,0.2,0.6383819677194573,0.9999939203262329,0.9942779541015625,0.43149098126983676,0.49920234007397735,0.21540130757071924
29,1290,8,0.25,0.09832162127014278,0.9999987483024597,0.23217773437500033,0.05099280636584389,0.30410210929040016,0.015507019974490072
1648,1290,5,1.0,0.7679446864035703,0.9999966025352478,0.9963964462280274,0.5700131114875108,0.47665147252525686,0.2716975889492254
1649,1276,8,0.375,0.7713480073269632,0.9999988675117493,0.9973897933959961,0.5741245098548546,0.42564811485316467,0.24437501531071604
3075,1260,6,0.8333333333333334,0.07716274933209495,0.9999752044677734,0.10166015625000013,0.03969710150359842,0.42699783441010775,0.016950576374394757
2014,1253,1236,0.15857605177993528,0.3361615450117746,0.9999979138374329,0.9863021850585938,0.1927425662764161,0.3884569617968675,0.07487219170466797
4106,1242,192,0.8541666666666666,0.20249990262271125,0.9999207854270935,0.7967895507812501,0.10949319052729373,0.5787195197139239,0.06336584663390059
1273,1204,779,0.8818998716302953,0.8557548927409309,0.9999936819076538,0.995330810546875,0.6873135845223338,0.47846675879886646,0.32885670306483183
1291,1196,17,0.35294117647058826,0.8452106543308915,0.9999993443489075,0.9943351745605469,0.6717976543751055,0.4799010219351425,0.3223963808682448
2518,1195,10,1.0,0.04578839625274786,0.999992847442627,0.04765625000000007,0.02327751928289532,0.4680325919878321,0.010894637685020239
1515,1186,6,1.0,0.1498313279316759,0.9999756813049316,0.624267578125,0.07929457136826384,0.6536401559801873,0.05183011599753407
3222,1178,9,0.5555555555555556,0.12632555751120497,0.9999994039535522,0.5790771484374997,0.066234160369257,0.419220124793112,0.02776669297556691
1290,1148,19,0.3157894736842105,0.7585501590360748,0.9999889135360718,0.9959239959716797,0.5588072401273179,0.5022072670939335,0.28063705689664376
4544,1136,19,0.2631578947368421,0.889082453620266,0.9999874830245972,0.9945564270019531,0.7397674018824705,0.4767266524873418,0.35266683711868824
2077,1115,672,0.40922619047619047,0.19774940190293863,0.9999925494194031,0.7865966796875,0.10671823128646278,0.27355099382819115,0.029192878227998657
4358,1111,237,0.7721518987341772,0.10842454819717888,0.9999929070472717,0.34912109375,0.05645058149452482,0.47185072005213724,0.026636247525553387
2507,1111,7,0.7142857142857143,0.045108760240161666,0.9999938607215881,0.044921875,0.022923633743621028,0.5046626348316072,0.011568701404970528
1274,1093,813,0.7810578105781057,0.729911190865788,0.9999879598617554,0.9957801818847656,0.5259228617583651,0.45218937681842397,0.23781673111307727
4252,1088,19,0.6842105263157895,0.08204309779274113,0.9999986886978149,0.19130859375000087,0.04228550798059018,0.6784947359764859,0.02869049457292212
3628,1082,89,0.9213483146067416,0.22221423445920185,0.9999439716339111,0.8761474609375,0.12114911546331886,0.6430028099305565,0.07789922166351546
6,1076,612,0.14705882352941177,0.6616471336676729,0.9999999403953552,0.9998317956924438,0.4541485250013113,0.17115034105706062,0.07772767494453545
5090,1033,979,0.81511746680286,0.2825215949901422,0.9999997615814209,0.8546142578125,0.15809933750561836,0.4800427157217081,0.07589443532999994
3213,1022,5,1.0,0.36706915521108474,0.9999756217002869,0.9219482421874999,0.21354988090633614,0.6647195447571602,0.14195077961900554
7,1019,997,0.7622868605817452,0.08928073903178327,0.9999609589576721,0.2298828125000001,0.046142600008389524,0.4004510571497132,0.01847785295299595
5001,1015,969,0.6914344685242518,0.4731774540370321,0.9999931454658508,0.982867431640625,0.29035802583393533,0.4267552140588202,0.12391180146845752
1650,1011,10,0.7,0.8143025703882959,0.9999961853027344,0.9984979629516602,0.6287879343008991,0.4534188449339096,0.2851042988790927
1753,1004,9,0.5555555555555556,0.3134675441510174,0.9998995065689087,0.8263916015625006,0.17787056736077603,0.446241242245072,0.07937318293790845
1163,935,12,0.9166666666666666,0.2143347705111784,0.9999883770942688,0.9524230957031251,0.11646603753619901,0.5368967132122707,0.0625302327540422
3626,898,13,0.6153846153846154,0.2578948942616682,0.9999834895133972,0.8474487304687505,0.14276316640439657,0.6998565358055562,0.09991373508041314
2687,898,26,0.7692307692307693,0.2662276585144561,0.9999611973762512,0.8470825195312502,0.1479154426000573,0.4477745550734763,0.06623277149873698
5,892,676,0.22485207100591717,0.5594382763176221,0.9999998211860657,0.9985024452209472,0.36017591494125667,0.2521933825257465,0.09083398229334108
291,889,98,0.29591836734693877,0.8108974361312403,0.9999987483024597,0.9989740371704101,0.62424976189405,0.262286017070821,0.16373198370459874
2029,885,84,0.8928571428571429,0.3438861294654803,0.9999943971633911,0.94285888671875,0.19788510981469576,0.4306715731360169,0.08522349154408848
4488,867,8,0.5,0.6898993308706405,0.9999833106994629,0.9711883544921874,0.4828304317672386,0.6072096456601775,0.2931792953873355
3582,861,118,0.9152542372881356,0.2051041947286165,0.9999960660934448,0.89007568359375,0.11102137822065136,0.7370356974767502,0.08182671893168786
137,840,7,0.5714285714285714,0.2540458724612281,0.9999882578849792,0.8793823242187501,0.14039998993740208,0.624441163400782,0.08767153305796944
17,834,201,0.3383084577114428,0.7702343943450662,0.999999463558197,0.9997952461242676,0.5727756915736071,0.20488429995392043,0.11735274659868113
507,820,7,0.2857142857142857,0.06654678648564874,0.9999923706054688,0.11362304687500008,0.034095994129016385,0.49193104245908237,0.016772877935565783
2825,795,8,1.0,0.07517275930200733,0.999911904335022,0.09511718750000003,0.038644680216519726,0.7411497690038009,0.02864149581569935
3649,779,104,0.9807692307692307,0.11837164956277693,0.9999363422393799,0.26875000000000004,0.06187063103237015,0.5667840126954449,0.035067284524526066
671,766,81,0.1728395061728395,0.28817337136667015,0.9999831318855286,0.932830810546875,0.16166514953726374,0.334295954236675,0.054044005431374345
924,742,321,0.8940809968847352,0.8618048371651744,0.9999999403953552,0.9994845390319824,0.6964341514843293,0.3123253148423192,0.21751401562928654
15,732,441,0.1655328798185941,0.8382150876880343,0.9999998211860657,0.9993652820587158,0.6617564425271869,0.20148985704242073,0.1333372110017038
4359,732,71,0.9859154929577465,0.03843536012159671,0.9994268417358398,0.03603515624999998,0.019487003746852437,0.7674716859309358,0.014955723619339303
808,730,25,0.2,0.4105714235403766,0.9999991059303284,0.9931896209716797,0.2439746077328914,0.3630663515152174,0.08857897069193722
2679,725,363,0.2975206611570248,0.8102361773622447,0.9999998211860657,0.9985204696655273,0.6233772266821986,0.25571532428688404,0.15940710967409685
4548,721,26,0.8461538461538461,0.7665487698972969,0.9999740123748779,0.9957008361816406,0.5683340829337216,0.49665649871320694,0.2822668157292435
188,706,156,0.6025641025641025,0.28369775203402253,0.9999737739562988,0.9107666015625,0.1588415558885069,0.5030469770290706,0.07990476451630757
2124,706,671,0.5827123695976155,0.23968857864482546,0.9999960064888,0.9705123901367188,0.13164971545149376,0.34385886557080336,0.045268921807869705
1469,702,7,0.2857142857142857,0.1892884438194101,0.9999925494194031,0.8581665039062498,0.10179140528971732,0.33293403428739377,0.03388982321888874
911,696,5,0.6,0.45850864215486353,0.9999351501464844,0.9894561767578125,0.2791973252481077,0.4374794915695872,0.12214310389713083
4265,677,14,0.21428571428571427,0.8730622580167638,0.9999830722808838,0.9969730377197266,0.7138558471704847,0.5051702118651251,0.3606187095562721
2289,667,654,0.9954128440366973,0.11118524596430193,0.9999451041221619,0.34648437499999996,0.05795546962211817,0.6673834580799407,0.03867852173105618
1292,663,432,0.5370370370370371,0.9327934377153895,0.9999946355819702,0.997735595703125,0.8190327231532117,0.4457123574333234,0.3650530058516525
910,659,10,0.4,0.7613875580123415,0.9999904632568359,0.9958503723144532,0.5621683712592557,0.5412598803822685,0.3042791853824794
2796,638,11,1.0,0.42794139622520877,0.9999977350234985,0.9492126464843751,0.2565241572365061,0.7986108450747601,0.20486297399273679
3492,634,7,0.7142857142857143,0.22923719535114637,0.9999808669090271,0.832373046875,0.12535126095093238,0.7044229164862512,0.08830030082428493
3110,628,453,1.0,0.06258538090119696,0.9999130368232727,0.0687988281250001,0.03202217949865721,0.42307901496015166,0.013547912159169055
143,596,13,0.38461538461538464,0.14278815696703506,0.9999479055404663,0.73681640625,0.07535240001483563,0.48914017462251613,0.03685788610148239
285,593,16,0.75,0.09519485659382194,0.9999902248382568,0.23994140625000077,0.04931472723277461,0.6228913524241719,0.030717717140452117
1302,589,6,0.5,0.8040640802456285,0.9999884963035583,0.997198486328125,0.6152664526421079,0.49303086363966786,0.3033453505146533
1300,583,5,0.4,0.657589430976691,0.9999977946281433,0.9974872589111328,0.45013768298103635,0.4356547974942597,0.19610464112363868
485,573,7,0.2857142857142857,0.2502770996010532,0.9999937415122986,0.91004638671875,0.13809581883121708,0.5126420211664231,0.07079371968026732
113,571,203,0.5123152709359606,0.4584206364618291,0.9999683499336243,0.92254638671875,0.2791280993287455,0.6581437222155879,0.1837064062671829
918,565,431,0.48491879350348027,0.7787038606879986,0.9999136924743652,0.9963367462158204,0.5831139743539766,0.5062289237538882,0.2951891596630659
1917,546,102,0.24509803921568626,0.76002569993337,0.9999992847442627,0.9991018772125244,0.5605545920665616,0.2899480097429308,0.16253168832195997
3328,546,502,0.9322709163346613,0.1334201177179595,0.9999441504478455,0.6104736328125,0.07014889236314857,0.437859719105968,0.030715374305723016
1647,537,7,0.42857142857142855,0.8025527776286588,0.9999918341636658,0.9968708038330079,0.6132983986426037,0.4891195020072686,0.2999762073259256
1374,533,114,0.6140350877192983,0.5125383585971024,0.9999665021896362,0.92880859375,0.32128748874284035,0.695255802293,0.22337699075260667
4550,533,248,0.3185483870967742,0.4663159093534745,0.9999991655349731,0.9759765625,0.2851136928457383,0.42645820294349346,0.12158907308557672
688,531,480,0.45208333333333334,0.6034497624287722,0.999992311000824,0.9924659729003906,0.3989373144995271,0.4366107805279559,0.1741803322653651
1498,524,416,0.9399038461538461,0.7517183641440995,0.9999791383743286,0.9962869644165039,0.5507940929663656,0.5413955264100513,0.29819745790507224
4111,520,33,0.8484848484848485,0.25939442905095905,0.9999898672103882,0.9299987792968751,0.14369408439352108,0.5301055767541132,0.0761730354835817
4110,511,132,0.8636363636363636,0.35274580500130553,0.9997105598449707,0.9439697265625,0.20382730229103177,0.6701964918303366,0.136604342934691
356,511,264,0.8333333333333334,0.6212503260362405,0.9999530911445618,0.9798431396484375,0.4153127716690143,0.4852158404041381,0.20151633553595272
27,510,454,0.6541850220264317,0.23575787088450265,0.9999895095825195,0.9938373565673828,0.12927030246718152,0.34281280736074893,0.04431551529714765
818,500,52,0.6346153846153846,0.17517101192474366,0.9999979734420776,0.6960205078125004,0.09365832075737185,0.4242176377822666,0.039731511590346116
207,493,78,0.14102564102564102,0.9638752378750041,0.9999954104423523,0.9995540142059326,0.8869392759890953,0.24991745337151428,0.22166160515036934
2116,491,55,0.6727272727272727,0.3559838748269557,0.9999961256980896,0.984710693359375,0.20601511221261157,0.3224755118132493,0.0664348287520259
2791,490,17,1.0,0.12145068158908766,0.9996054172515869,0.5992431640625012,0.06356184384200395,0.41214179359452074,0.02619649232521835
2015,489,6,0.3333333333333333,0.5030790545457712,0.9999395608901978,0.94259033203125,0.31372705446625815,0.6147270912489966,0.1928565196381584
461,485,19,0.3157894736842105,0.7527569550828835,0.9999992251396179,0.9991986274719238,0.5520044228491188,0.243451771088248,0.13438645439116412
914,482,8,0.375,0.7161552903563155,0.9999958276748657,0.9948348999023438,0.5107570105225345,0.5139944643979127,0.2625262760610092
1264,480,5,0.2,0.8479796946048737,0.999964714050293,0.997622299194336,0.675830626101065,0.4999031592636851,0.33784986511507675
1146,476,32,0.84375,0.24738291719881425,0.9999761581420898,0.94439697265625,0.13632979859952019,0.4975813322648277,0.0678351628145449
110,475,13,0.38461538461538464,0.1828982008130927,0.9999697208404541,0.627734375,0.09810318353722802,0.4645848935994542,0.045577257085410806
3654,466,82,0.4634146341463415,0.4931102337499545,0.9999942183494568,0.90948486328125,0.3058398975497747,0.5331041287138075,0.1630445121091928
1502,464,357,0.8683473389355743,0.826108823305574,0.9999793171882629,0.997749137878418,0.6448115996337875,0.5172273721290096,0.33351420919688696
460,460,135,0.37777777777777777,0.5776321049617684,0.9999992251396179,0.9951595306396485,0.37591603757098685,0.4553433249128187,0.17117085843562524
525,459,7,0.8571428571428571,0.10259607986167625,0.9999709725379944,0.24150390624999996,0.05329930180327004,0.3741248619052905,0.019940593926796805
333,458,400,0.8225,0.1893628971024892,0.9999993443489075,0.9981121063232422,0.1018310258863789,0.2380535658206464,0.02424123882342705
3584,457,76,0.9868421052631579,0.460333617302208,0.9999908208847046,0.9813751220703125,0.2805781971637413,0.6732562532526707,0.1889010257668496
1721,454,92,0.30434782608695654,0.692258261242627,0.9999937415122986,0.996280288696289,0.48528798334031087,0.32169243111940515,0.156113471153778
1288,453,12,0.16666666666666666,0.7233185766811665,0.9999971389770508,0.998680305480957,0.5186090104477785,0.421278297365446,0.21847872091981893
3157,453,25,0.92,0.2850521889743426,0.9999947547912598,0.959991455078125,0.1596961814050764,0.33157666730117163,0.052951527611018574
1439,450,8,1.0,0.3197029764122433,0.9999892711639404,0.7956909179687501,0.181925963612831,0.6893298866789935,0.1254070038811995
3491,447,6,0.5,0.19543297552155703,0.9997963905334473,0.6831542968750001,0.10536709998858063,0.47991349337249334,0.05056709304204853
30,446,113,0.23893805309734514,0.9571680811488575,0.9999990463256836,0.9998505115509033,0.8711133061576608,0.25952381188753604,0.22607464579999034
484,443,35,0.4857142857142857,0.3367716719818976,0.9998565912246704,0.941253662109375,0.19314533031201658,0.5921638194130789,0.11437367649936447
1033,442,421,0.9168646080760094,0.47912163971775795,0.9999787211418152,0.991046142578125,0.294938553968623,0.32272691600457026,0.0951846099331412
145,442,147,0.7755102040816326,0.4603689508470475,0.9999867081642151,0.95234375,0.2805983721158149,0.6239494706883668,0.1750792057576801
221,436,40,0.375,0.8440763583970726,0.9999995827674866,0.9991276264190674,0.6701547987140474,0.34216491914680003,0.22930346251783207
1592,436,325,0.9876923076923076,0.5775867141441468,0.9999980926513672,0.9974308013916016,0.37587114820982737,0.4547674319503162,0.1709339568155999
445,432,300,0.8566666666666667,0.06117726062183027,0.999942421913147,0.08627929687500005,0.031287429889303026,0.3626288491723476,0.011345724694318467
1005,431,408,0.9877450980392157,0.12578205567224948,0.9999255537986755,0.34033203125,0.06593413118221639,0.4691991958064876,0.03093624132689539
2193,430,20,0.85,0.3620107700658399,0.9997828006744385,0.81278076171875,0.21009892948617193,0.7124874523659586,0.14969285101441782
4545,428,423,1.0,0.13693639622113415,0.9999805092811584,0.41552734375000006,0.07210613075152521,0.3303494614821356,0.02382022146332681
4592,427,9,0.2222222222222222,0.45677660220679966,0.9999841451644897,0.9965629577636719,0.2778908292234857,0.3766585738314252,0.10466996341615026
4894,424,15,0.5333333333333333,0.225428506872564,0.9999920725822449,0.8605590820312499,0.12307048680974536,0.4230491058855742,0.05206485940576513
4112,423,82,0.3902439024390244,0.5668577384159639,0.9999314546585083,0.9829315185546875,0.36655097438338946,0.5806562935735273,0.2128401301912239
349,422,15,0.26666666666666666,0.32644712670719456,0.9999562501907349,0.9247924804687503,0.18634072102099977,0.4860675780422524,0.09057418295732439
288,419,82,0.4634146341463415,0.14702220620289622,0.9999498128890991,0.47929687499999957,0.07771974445275978,0.3941426442184224,0.030632665586590804
1287,419,26,0.2692307692307692,0.9431660748609211,0.9999827742576599,0.9984352111816406,0.8402965432548598,0.48413222319908966,0.40681463363248527
1443,419,24,1.0,0.15860422343229053,0.9999644160270691,0.5664062499999996,0.0842427575497952,0.5270175685238188,0.04439741324963464
2662,418,35,0.5428571428571428,0.701213877594642,0.9999246001243591,0.946685791015625,0.4947073503123284,0.5038755960246233,0.24927096099638657
2572,415,32,0.375,0.1996328069503049,0.999999463558197,0.7420898437500001,0.1078159735854306,0.40605190765627386,0.043778881750182526
283,413,44,0.22727272727272727,0.5252191063566878,0.9999904036521912,0.9890274047851563,0.3315782025732029,0.27365585480736965,0.09073831646066102
1283,412,6,0.6666666666666666,0.8853761912549584,0.99990314245224,0.9978250503540039,0.7336485796279695,0.4821886009400109,0.3537569821924368
161,408,51,0.27450980392156865,0.764652362787256,0.9999586939811707,0.9953132629394531,0.5660604990872071,0.4593309222432438,0.2600090910911977
3965,407,34,0.7058823529411765,0.8571496764037767,0.9999939203262329,0.9987560272216797,0.6894057253873254,0.36584154320440654,0.2522132544696524
2007,406,6,0.8333333333333334,0.32599160706468405,0.9999988675117493,0.970367431640625,0.18604298386800905,0.48172944385489136,0.08962238315184053
3235,404,7,1.0,0.11316864089210435,0.9998867511749268,0.17939453125,0.05903731839334648,0.47260498651464,0.02790133106314802
4249,402,163,0.9447852760736196,0.30480123129650133,0.9998260736465454,0.9776641845703126,0.17227480050655775,0.7978442438609217,0.1374484579464457
2577,402,136,0.4338235294117647,0.30306563982323037,0.9997856616973877,0.9271728515625001,0.17115827828581154,0.36954242265810033,0.06325024481572812
3171,401,120,0.7166666666666667,0.33442216115699447,0.9999963045120239,0.976593017578125,0.19160089207890282,0.4076789980426955,0.07811165970681373
3779,392,31,0.1935483870967742,0.48623246289029415,0.9999995231628418,0.9728683471679688,0.30045941030864154,0.4097899520364796,0.12312524733928716
292,392,29,0.8620689655172413,0.5698394083550998,0.999997615814209,0.9985614776611328,0.3691299691300075,0.3418759530120886,0.12619665998164417
278,384,109,0.25688073394495414,0.8125720368698239,0.9999985098838806,0.9982411384582519,0.6264801528893634,0.29238784759172975,0.18317518346225875
134,382,17,0.4117647058823529,0.25878702907662116,0.9999862909317017,0.8036499023437507,0.143317367459628,0.4861399519307936,0.06967229812767145
2044,382,9,0.4444444444444444,0.6866162946711036,0.999998927116394,0.9985775947570801,0.4794275159172549,0.3751475607747098,0.17985606316463654
3064,379,31,0.22580645161290322,0.7473627478277463,0.9999943375587463,0.9934768676757812,0.5457377628023359,0.20398668929361896,0.11132323945655481
1507,377,15,0.8666666666666667,0.20138524286943027,0.9999967813491821,0.9105102539062508,0.10884300718746569,0.779620430849193,0.0848562321584138
282,374,59,0.1016949152542373,0.9346800859280449,0.9999980330467224,0.9992263317108154,0.8228186889404476,0.22417489672282342,0.18445529461483381
3108,371,86,1.0,0.33168266388283907,0.9999902248382568,0.9617919921875,0.18978693198657803,0.3264096510589982,0.06194828624529676
3450,369,150,0.8333333333333334,0.510610085515795,0.9999526739120483,0.9431396484375,0.31974593370191,0.5901002885132426,0.18868216772843324
4819,369,7,0.7142857142857143,0.5883477829336151,0.9999236464500427,0.94725341796875,0.3853706733209832,0.5156258053730916,0.19870706379830252
916,366,9,0.2222222222222222,0.9104180912502476,0.9999884366989136,0.9978961944580078,0.7766683878021902,0.45102093741147387,0.35029370432440193
666,365,329,0.9057750759878419,0.22188935949377817,0.9999561309814453,0.9052368164062504,0.1209602262897169,0.47505596795824756,0.05746287738451012
3437,365,13,0.3076923076923077,0.5071896455059313,0.9997625350952148,0.97545166015625,0.3170002625593043,0.5962319455867017,0.18900568329722928
3907,365,12,0.5833333333333334,0.1129266815642788,0.9999890327453613,0.3993164062500002,0.05889793394161135,0.4059745036920087,0.023911059500430383
2439,360,99,0.24242424242424243,0.6589697716964615,0.9999898672103882,0.9831115722656251,0.4514922923435732,0.4151934532227224,0.18745664396157105
2686,354,26,0.8461538461538461,0.3298808006243517,0.9997129440307617,0.7834716796875,0.1885913027444378,0.38046256476141826,0.0717519307338459
1447,353,29,0.9310344827586207,0.39510586106405715,0.9997720718383789,0.95264892578125,0.23300423703819392,0.7266387437007431,0.1693099060783834
2009,353,27,0.5185185185185185,0.440712432348019,0.9999887347221375,0.9598571777343751,0.26590276414091113,0.5956340738717656,0.1583807466590141
2698,351,28,1.0,0.5762172344743017,0.9999879598617554,0.9869842529296875,0.3746777205076789,0.7278837249122476,0.2727218148447593
135,349,20,0.8,0.5002563764850868,0.9999927282333374,0.9845138549804687,0.3114853513445069,0.38543706207439943,0.12005799870143882
2324,348,39,0.5128205128205128,0.3592966140686781,0.9999904036521912,0.9484771728515625,0.20826057465392672,0.377967996829625,0.07871583222053126
454,347,11,0.2727272727272727,0.29772727788353515,0.9999793171882629,0.9587097167968751,0.1677404225662395,0.4926695058284072,0.08264059109315741
1553,347,12,0.25,0.21940498393275895,0.9999812245368958,0.6259277343750014,0.11947207750615477,0.5220743458174337,0.06237330670747549
685,344,319,0.14106583072100312,0.6517210885189301,0.9999730587005615,0.9936126708984375,0.4443796202960647,0.4483343497780834,0.19923064812006777
1143,341,8,0.625,0.3578324162365754,0.9999186396598816,0.951751708984375,0.20726065769869503,0.5795161352720541,0.12011089534349186
1301,339,5,0.2,0.9477370400696026,0.9999316930770874,0.9980852127075195,0.8500657189670011,0.5017350699078705,0.42650778293219255
1024,337,304,0.618421052631579,0.2032653210071145,0.9997665882110596,0.545166015625,0.10994197308353348,0.196948924141799,0.02165295331682854
2516,336,10,0.6,0.2522730343043804,0.9999962449073792,0.901641845703125,0.13931233043368368,0.5069504590662359,0.07062444986694309
1027,330,92,0.9239130434782609,0.29825939120668354,0.9997358322143555,0.8653808593750001,0.16808285156875755,0.4850935605492763,0.08153590893476412
4578,328,6,0.6666666666666666,0.9157402606272116,0.9999421238899231,0.9975563049316406,0.7863664561150651,0.5284971769204798,0.41559245208177426
3104,327,9,1.0,0.11359467309549315,0.9999358654022217,0.39609375,0.05927173219414686,0.33612367346869954,0.019922632357949624
5618,323,192,0.9375,0.34765357314248574,0.999985933303833,0.9613342285156251,0.2004051797981207,0.579124342325963,0.11605951794930301
811,322,36,0.2777777777777778,0.6314429748132362,0.9999808073043823,0.9928638458251954,0.4248905791646145,0.29771697242252526,0.1264971368397423
2678,321,31,0.3225806451612903,0.7613515532648081,0.9999899864196777,0.9983377456665039,0.5621264958223302,0.35946607226882665,0.20206540357149202
3082,313,89,1.0,0.24094492025649586,0.9997870922088623,0.8476074218750002,0.1324168541817993,0.3799146568913464,0.05030710372310973
131,311,15,0.3333333333333333,0.45355314495479176,0.9999882578849792,0.9934005737304688,0.27546952949234793,0.37272059873357943,0.10267316796524534
67,310,59,0.6101694915254238,0.798079832907646,0.9999983906745911,0.9992462635040283,0.6075102976924458,0.3680434198063296,0.2235901675302891
2050,309,21,0.47619047619047616,0.5510981300887938,0.9999949336051941,0.9940597534179687,0.3530908447713161,0.29539461347281015,0.10430113361201092
1001,309,42,0.4523809523809524,0.6156856218973795,0.9999764561653137,0.9964698791503906,0.41014905021619613,0.3205229102384298,0.13146216720682308
1512,307,10,1.0,0.3149673263102479,0.9993906021118164,0.9102661132812501,0.17884989030514303,0.4403277337497604,0.07875256687945688
1217,300,21,0.5238095238095238,0.16102563142776488,0.9998887777328491,0.5955078125000001,0.08560536538972015,0.40815125014776055,0.03493993690317011
281,298,46,0.9347826086956522,0.30139863271041206,0.9999980330467224,0.9527954101562501,0.17008829057897631,0.3869734048898046,0.06581964493723294
146,298,280,0.8642857142857143,0.45085853818278987,0.9999979734420776,0.9542633056640626,0.2734476680402345,0.7059817185138613,0.19304905460665261
2288,298,242,0.47107438016528924,0.33075234133925213,0.9999448657035828,0.9189147949218751,0.18916794407896614,0.692949859961209,0.1310839003586694
4251,297,62,0.9516129032258065,0.3702039786862203,0.9999152421951294,0.9630004882812501,0.21569402202990876,0.7598562489178513,0.16389645049365084
1581,296,235,0.9659574468085106,0.7072391842265386,0.9999783039093018,0.9982848167419434,0.5011236730774771,0.39063177167403207,0.1957548282420533
5089,296,33,0.21212121212121213,0.6575830941264694,0.9999597668647766,0.9888801574707031,0.45012987932446774,0.5448328136653431,0.2452455286671911
2094,295,33,0.3939393939393939,0.9169815493842303,0.9999865293502808,0.9976970672607421,0.7886600170675706,0.5151190171638464,0.40625377286826936
2327,293,222,0.9099099099099099,0.15797840979318978,0.999997615814209,0.864990234375,0.0838815054401648,0.2999291296433625,0.025158506919843605
3441,292,29,0.5172413793103449,0.535271970988953,0.9999334812164307,0.9624176025390626,0.3398487551156137,0.4432643171301027,0.150642826363838
4350,292,252,0.9920634920634921,0.09608909487724304,0.999973475933075,0.30791015625000023,0.04979127949880238,0.29574790392964356,0.014725666545745838
2872,292,88,0.3522727272727273,0.7687687232886276,0.999997079372406,0.9991455554962159,0.5710006344571946,0.42266545153321977,0.24134224098860513
2058,291,38,0.13157894736842105,0.9289214746239259,0.9999954700469971,0.9982223510742188,0.8113815539644224,0.23773898081214995,0.19289702368928022
2243,290,218,0.28440366972477066,0.4478490971285721,0.9999966621398926,0.9988328456878662,0.27120415265368586,0.24169323975185486,0.06554821028902594
125,289,46,0.1956521739130435,0.7108105165323172,0.9998675584793091,0.9877914428710938,0.5049625476737394,0.38387435254716884,0.1938421710488256
