label_scheme,W,D,H_pbar,C,kappa
clean,2.031049615613005,0.9611404232473952,2.9921900388604,0.0022758112341637275,0.26428736326385016
random_diffuse,2.031049615613005,0.9611404232473952,2.9921900388604,0.010852471816301378,0.3723109127090619
structured,2.031049615613005,0.9611404232473952,2.9921900388604,0.844265257347997,0.01828453209359948
