kind,rho,mean_s,max_s,p90_s,C,kappa,C_kappa,GUARD
structured,0.45757922646780624,0.6588369770990589,0.9989633417959449,0.9952408374607711,0.45136749535285614,0.22533236203038742,0.101707703871599,0.5530751992244551
diffuse,0.45757922646780624,0.6444309790002247,0.9994293439170365,0.9945357308782011,0.4373026867203116,0.022735160899167384,0.009942146944224472,0.44724483366453605
structured,0.3081061098175422,0.5699836635195679,0.9996330146518747,0.991814040227744,0.3692528506620878,0.1605754704683824,0.05929295021685609,0.4285458008789439
diffuse,0.3081061098175422,0.5622516830557521,0.9998255319594181,0.9922382079019789,0.3625856866601355,0.022270355520640717,0.008074912148616855,0.37066059880875235
structured,0.47932380488352805,0.6758753051296977,0.9992729190644527,0.9952768199230456,0.468426174727846,0.2330409627499176,0.10916248673583834,0.5775886614636843
diffuse,0.47932380488352805,0.6701903569579472,0.9990145481526667,0.9957169746568632,0.462681727712189,0.021713850612663843,0.01004660191675168,0.4727283296289407
structured,0.4064295240745541,0.6262205971605312,0.9996927247735968,0.9960944406256601,0.4199662601621415,0.22149090033181362,0.0930187050722974,0.5129849652344389
diffuse,0.4064295240745541,0.6188320954504231,0.9997294251943443,0.9951137195360217,0.4130668840252959,0.021884568577883456,0.00903979055070422,0.4221066745760001
structured,0.4220464920263229,0.6473397689833593,0.999841201800207,0.9951024062918321,0.440117036019138,0.2121523766051352,0.09337187517586801,0.533488911195006
diffuse,0.4220464920263229,0.636022079110352,0.9997354045100868,0.9964426860318435,0.4292375588224331,0.021134047591086724,0.009071526996035188,0.4383090858184683
structured,0.2731235313711222,0.5367751820173625,0.9992069682096202,0.9925591969639367,0.3410942874516963,0.14412218189826786,0.04915925294057344,0.3902535403922697
diffuse,0.2731235313711222,0.5573530996722629,0.9992203260185096,0.9930824113156297,0.358397274637944,0.02230143762632375,0.007992774465782532,0.3663900491037265
structured,0.31119534955026956,0.572566682159989,0.9995326317160225,0.991922839990818,0.3714956937486992,0.16908990964040072,0.06281617328776552,0.4343118670364647
diffuse,0.31119534955026956,0.5853834626138232,0.9996144995830981,0.992727051122705,0.38274245143092706,0.02164232983436054,0.008283438375479842,0.3910258898064069
structured,0.3837925015454453,0.6133683413660798,0.9995360746569404,0.9947422937627602,0.40801305064919313,0.21009719026458873,0.08572239553267881,0.49373544618187193
diffuse,0.3837925015454453,0.6084174554436943,0.9993402110796075,0.9956255364983416,0.4034683166174659,0.02033814088400565,0.00820579546559862,0.41167411208306454
