kind,rho,mean_s,max_s,p90_s,C,kappa,C_kappa,GUARD
structured,0.3625639528801048,0.5831409359578735,0.9994272030152407,0.9950281859826811,0.38076027106740973,0.2135832319269827,0.08132400928397138,0.4620842803513811
diffuse,0.3625639528801048,0.5911949879107002,0.999756870164814,0.9956737873924305,0.3879081779352699,0.021787752685712536,0.008451647445619033,0.39635982538088893
structured,0.22499810516316232,0.5237761190258412,0.9997813298068599,0.9894842232603069,0.3303980042496375,0.12616039816354907,0.04168314376857624,0.37208114801821374
diffuse,0.22499810516316232,0.5084113179347352,0.999245582776289,0.9934458257501432,0.31797821629585177,0.02126497851361142,0.0067617999373277725,0.32474001623317955
structured,0.27934926455033426,0.5433117569309578,0.9998765331898593,0.9924565174413227,0.3465404535642864,0.14931408511481525,0.05174337077922454,0.39828382434351095
diffuse,0.27934926455033426,0.5498435945997278,0.9992696353287825,0.9924922869712203,0.35202895394958517,0.018886756083107192,0.0066486849874371895,0.35867763893702237
structured,0.49650285743505174,0.6754252283643319,0.9993224711754203,0.9957769358571598,0.4679694228495546,0.24305974372660466,0.11374452798969983,0.5817139508392545
diffuse,0.49650285743505174,0.6764709188316586,0.9995230189960735,0.9959425116631805,0.46903114551119485,0.023835490722201258,0.011179587517255512,0.48021073302845035
structured,0.3323936287480043,0.5780449332774188,0.9994730476603878,0.9947879034409767,0.3762786592298912,0.1808407498449104,0.06804651488577103,0.4443251741156622
diffuse,0.3323936287480043,0.5876646669185327,0.9997015958189498,0.9938664841347159,0.38476516531738164,0.025227655522808035,0.009706723047803189,0.3944718883651848
structured,0.43701991348415414,0.644200431535185,0.9991304037568592,0.9953703080600664,0.4370801678345916,0.23968097281384737,0.10475979982423458,0.5418399676588261
diffuse,0.43701991348415414,0.6367632696261372,0.9995626045821653,0.9953053007634814,0.42994427483153674,0.022598039939789927,0.009715897894527084,0.43966017272606384
structured,0.34050701417984086,0.5891785941910808,0.9995487568844967,0.993376102493117,0.3861111003379895,0.1763961864383512,0.06810852564113692,0.45421962597912646
diffuse,0.34050701417984086,0.5843579780029288,0.9998122384968159,0.9939616056458496,0.38183525565140364,0.019868497713074307,0.0075864929036810564,0.3894217485550847
structured,0.21969164495027543,0.5025119017190622,0.9992200378169586,0.9927396333648009,0.31327180023790413,0.13036097999439555,0.0408384188836217,0.35411021912152585
diffuse,0.21969164495027543,0.49845116997123246,0.9995949883943074,0.9912293287840017,0.31005185739766516,0.02045346354478117,0.006341634362274834,0.31639349175994
structured,0.24109686590680657,0.5085657752029563,0.9995696773471876,0.9895978488462133,0.31810189626661256,0.13676044377147933,0.043503756497971016,0.36160565276458356
diffuse,0.24109686590680657,0.5325033070607706,0.9994424945498929,0.9871367127432191,0.3375596548466083,0.022557162477632398,0.007614387980268456,0.3451740428268768
structured,0.43321218510073745,0.6327848370274314,0.999277765722966,0.9963705574872107,0.4261602181226679,0.2333074041550659,0.09942633424435632,0.5255865523670242
diffuse,0.43321218510073745,0.6424625378763761,0.9995928022312296,0.9945514390622512,0.4354053477060209,0.02084177332532544,0.009074619561523395,0.4444799672675443
structured,0.3265380744410712,0.5847458324729387,0.9993278034727858,0.9940319878643307,0.38217821960610693,0.17713730378050874,0.06769801938466094,0.4498762389907679
diffuse,0.3265380744410712,0.5741539381599665,0.9994772218220632,0.9949285509253245,0.3728778220522323,0.021409585871033476,0.007983159750631207,0.3808609818028635
structured,0.2929057976417902,0.5577171908679716,0.99952963441438,0.9906460130674337,0.35870764444217385,0.15562945479247825,0.055825475134429654,0.4145331195766035
diffuse,0.2929057976417902,0.5752498846939184,0.9990480213400569,0.9899695190580308,0.3738338807459738,0.0205490694839634,0.007681938390908703,0.3815158191368825
structured,0.2804092362129629,0.5534623346398505,0.9993767613245607,0.9931524589768412,0.3550899070168285,0.15652424122345587,0.05558017826191659,0.4106700852787451
diffuse,0.2804092362129629,0.5610083843976714,0.9999208163366824,0.9946917928267989,0.36152004644309865,0.01888483050105072,0.006827244799809902,0.36834729124290855
structured,0.49822168241410614,0.6783723871629506,0.9998651897358303,0.9962322758195808,0.4709664919724952,0.26192095200676546,0.1233559919407226,0.5943224839132177
diffuse,0.49822168241410614,0.6686048980559607,0.9995708662441042,0.9963298870253705,0.4610892041439171,0.025051166989693452,0.01155082265015412,0.4726400267940712
structured,0.3385252726290694,0.5654923713592638,0.9997794942297419,0.9932974971388495,0.36537164789499293,0.18322099283537197,0.06694375608121655,0.4323154039762095
diffuse,0.3385252726290694,0.5768244335743058,0.9990587026791086,0.9941947666732689,0.37520995972944227,0.019386361777596117,0.007273956021872238,0.3824839157513145
structured,0.3096316114999985,0.5749695645632814,0.9998690556597092,0.9948917810080252,0.37358920491798553,0.15248769807952012,0.05696775788530175,0.43055696280328726
diffuse,0.3096316114999985,0.5632171385671051,0.9993504844085557,0.9946629644728019,0.363414407227378,0.021668693716439202,0.007874715482351363,0.37128912270972936
structured,0.4205978942122591,0.618123088466821,0.9990297689929134,0.9948598577159778,0.4124087768507892,0.21465262982703548,0.08852462851477293,0.5009334053655621
diffuse,0.4205978942122591,0.6372860605295267,0.9997308722504695,0.9952093700703648,0.4304432306908712,0.02238750091352648,0.009636548220313169,0.4400797789111844
structured,0.24350602577166902,0.518389173284596,0.999225878958557,0.9876406476545172,0.3260165329486881,0.12867929564084912,0.041951577827108864,0.36796811077579694
diffuse,0.24350602577166902,0.5315519252465396,0.9995243656922096,0.9897873992672815,0.3367750836814202,0.019720448705761395,0.006641355763117948,0.34341643944453815
structured,0.33181729920976843,0.5924874692172114,0.9995859345330154,0.9959694548198402,0.38906275678603314,0.19791191038653222,0.07700015345577457,0.4660629102418077
diffuse,0.33181729920976843,0.5855453306672246,0.9995297277901352,0.9937993988416364,0.3828857662146593,0.020914393543135845,0.008007823596678492,0.3908935898113378
structured,0.32280023273718395,0.57293851688846,0.9996077379705554,0.9941047668414381,0.37181920704069865,0.18707788915728407,0.06955915240130908,0.44137835944200776
diffuse,0.32280023273718395,0.5838061867770448,0.9997015093158661,0.9943548015088304,0.38134764685312184,0.020666088945011207,0.00788096438883734,0.3892286112419592
structured,0.417841591947544,0.6309261348274127,0.9993411240644262,0.995145388552732,0.4244001405752784,0.20629664078982002,0.08755232335140734,0.5119524639266857
diffuse,0.417841591947544,0.6362417024304701,0.9994979772327665,0.9961226852792471,0.429446883636014,0.021501858473977564,0.009233906114032285,0.4386807897500463
structured,0.33990854806047976,0.5918486902928606,0.9994460400272159,0.9928567730659175,0.3884918709152695,0.18787783126105695,0.07298901017011132,0.4614808810853808
diffuse,0.33990854806047976,0.5919246392859145,0.9996702894397678,0.9947267523572294,0.3885597207681396,0.01908256165085298,0.007414714826596243,0.39597443559473583
structured,0.2487769125114981,0.5270057298206855,0.9995039136996683,0.9912108767013319,0.3330390563331705,0.1368742239843087,0.04558446239206918,0.3786235187252397
diffuse,0.2487769125114981,0.5261909996404673,0.9996328541522628,0.9918481715820794,0.33237178648171173,0.021276325172551624,0.007071650207366797,0.3394434366890785
structured,0.30245361253372277,0.5603799544250103,0.9986016467801855,0.9945858130099173,0.36098208659319675,0.160694040885204,0.058007670181833414,0.41898975677503014
diffuse,0.30245361253372277,0.5614538883458997,0.9992164435175657,0.9930342776626383,0.361901687811057,0.021638762552242286,0.00783110468979918,0.3697327925008562
structured,0.4698374565106345,0.6633596201204729,0.999448194044725,0.9964790693928933,0.4558497088420346,0.25169232751256565,0.11473387421437706,0.5705835830564117
diffuse,0.4698374565106345,0.6479530334712132,0.999432116587393,0.9943156568845354,0.44071201808729915,0.022018561583333374,0.009703844710770328,0.4504158627980695
structured,0.3530636688725609,0.5930400782746065,0.9992997598892228,0.9935220207645087,0.38955704536775615,0.19570422052066472,0.07623795791202993,0.46579500327978607
diffuse,0.3530636688725609,0.5973472534095482,0.9990979569929127,0.9920356287087375,0.3934228938216451,0.02213388977148245,0.008707978965425937,0.402130872787071
structured,0.3882856923775577,0.6132538911631525,0.9992203540493514,0.9966481866926734,0.4079076191825115,0.21929540576452,0.08945226686306816,0.4973598860455797
diffuse,0.3882856923775577,0.6220169136053035,0.9995613782717653,0.9950602473244637,0.4160315827673039,0.020984366635703355,0.00873015926482107,0.42476174203212497
structured,0.23233445848346743,0.5167187082509928,0.9993351502419574,0.9934197415160406,0.324663839891852,0.12883390012993345,0.041827708724427565,0.3664915486162795
diffuse,0.23233445848346743,0.5344006155198872,0.9996551808014559,0.9895126506357402,0.3391271424888371,0.02283896617458725,0.00774531333618698,0.3468724558250241
structured,0.4424988220499982,0.637618792878232,0.9993298858869024,0.9946273858624912,0.4307610008078242,0.24542128197423319,0.10571791704275992,0.5364789178505841
diffuse,0.4424988220499982,0.6487690254281019,0.9993390967196194,0.995043789248653,0.44150456793430676,0.02122887211307889,0.009372644010017549,0.4508772119443243
structured,0.43023858585221963,0.6411428858460436,0.9994890721296952,0.9957832984111151,0.43413658971328184,0.215736353540121,0.09365904480308702,0.5277956345163689
diffuse,0.43023858585221963,0.6528055777074638,0.9998051920244729,0.9953572279226283,0.4454401001840662,0.021554749730564482,0.009601349879425116,0.45504145006349134
structured,0.20849114475878475,0.4890918809857136,0.9997378516999569,0.9897097295932366,0.30269031666591373,0.11462444741487965,0.034695710285665295,0.33738602695157904
diffuse,0.20849114475878475,0.48629227407346887,0.9993169951416143,0.990246258964628,0.3005042850406852,0.02228101827430029,0.00669554146649705,0.30719982650718225
structured,0.2459987690159986,0.5160452765154745,0.9997296065208665,0.9911374741197003,0.3241193097525723,0.13973714828136452,0.045291508047748716,0.36941081780032103
diffuse,0.2459987690159986,0.5280387549599341,0.9993587458007395,0.9936294091357997,0.33388609964179794,0.021036544022936643,0.007023809633761293,0.34090990927555925
structured,0.32925118484387544,0.5795285114377982,0.999228172118271,0.9935038247225924,0.37758012886332337,0.18685402318706246,0.07055236615360146,0.4481324950169248
diffuse,0.32925118484387544,0.5734120493595115,0.999251458151303,0.9931788719648218,0.3722314389658526,0.021933532234976516,0.008164350265429221,0.3803957892312818
structured,0.28375493693202336,0.5401792626197902,0.9994413119374201,0.9915853020692664,0.34392478302768825,0.14847438079766373,0.05106401920100686,0.3949888022286951
diffuse,0.28375493693202336,0.5476724943298797,0.999583551685895,0.993276782302264,0.35019945871141345,0.02041825441749101,0.0071504616448372785,0.35734992035625074
structured,0.351761365766174,0.5832649052976052,0.9991326067637557,0.9933129477754814,0.38086968740234456,0.1851414835380143,0.07051477896032983,0.4513844663626744
diffuse,0.351761365766174,0.5974325797103138,0.9990401329515775,0.9941308224568474,0.39349971559881314,0.025613469023579194,0.010078892776277423,0.4035786083750906
structured,0.3467071108439782,0.5914391659327011,0.999637312040289,0.994659940011765,0.38812614260385847,0.1618882655598115,0.06283306804455871,0.45095921064841715
diffuse,0.3467071108439782,0.5922137108530323,0.999748609809864,0.9958265057858601,0.3888180322367575,0.020028790442742417,0.007787554888029481,0.39660558712478694
structured,0.3621404421300036,0.6054176809254371,0.999532691943425,0.9938712894501974,0.4007304523286088,0.19029881836982387,0.0762585315629393,0.4769889838915481
diffuse,0.3621404421300036,0.5965112502560199,0.9992312575632679,0.9948915579466069,0.3926707070894073,0.020843307417243495,0.008184556261610892,0.40085526335101823
structured,0.4417932442647665,0.6658658981377981,0.9994607569191243,0.9960421701724906,0.45834766801530424,0.24046735408799047,0.11021765098004087,0.5685653189953451
diffuse,0.4417932442647665,0.6354101948494013,0.9998094044614989,0.9958018465051984,0.4286547363052011,0.025081606029093262,0.010751349218511915,0.439406085523713
structured,0.46678670953586915,0.6477135716438723,0.9996003900713479,0.9962110842228213,0.4404796272555206,0.24785784455021231,0.10917633097983429,0.5496559582353548
diffuse,0.46678670953586915,0.6687479921500187,0.9998533465313864,0.9951448998782512,0.46123276676874425,0.026498954664625263,0.012222186176444631,0.47345495294518886
structured,0.48601317560727286,0.6702364785366097,0.9989736010817556,0.9961884262299167,0.46272811657409596,0.2641991372447797,0.12225236917777801,0.584980485751874
diffuse,0.48601317560727286,0.6664924158285294,0.9997023970581174,0.9962679765138086,0.45897369048735154,0.02323640695542284,0.010664899453996384,0.46963858994134794
structured,0.26982371122134163,0.5520261851960303,0.999165380784666,0.9916697954090257,0.3538733817779636,0.1586184994505877,0.056130864813125535,0.41000424659108914
diffuse,0.26982371122134163,0.5570133641880065,0.9997589172357232,0.9939188670622849,0.358107801936699,0.020291310761775705,0.007266476695313983,0.365374278632013
structured,0.24462674359591452,0.5333661000150048,0.999791018687164,0.9927710070159917,0.3382719927204943,0.12055239835469189,0.040779500018676466,0.37905149273917077
diffuse,0.24462674359591452,0.5237558712325139,0.9990639231974398,0.9930119541279436,0.33038148023659,0.020803407514366934,0.006873060568561546,0.33725454080515155
structured,0.3055724333425216,0.5725623242925423,0.9990405061468998,0.9931759130604214,0.37149190317312997,0.15958341651659746,0.0592839471166211,0.43077585028975107
diffuse,0.3055724333425216,0.5694275631317297,0.9997809305542075,0.9934182451607488,0.36877101295008113,0.019254001990048675,0.007100317817213128,0.3758713307672943
structured,0.4666955101647779,0.6550580961811081,0.9998397509778431,0.9945481453794083,0.44764714675270445,0.2400806668366594,0.10747142549991721,0.5551185722526216
diffuse,0.4666955101647779,0.6553748154225332,0.9997844439476451,0.9962315362305714,0.447958103472184,0.025352156196699283,0.011356703808803988,0.459314807280988
structured,0.4832911073771023,0.6529859728621193,0.9994242854959187,0.9961624342859373,0.4456165645938159,0.26196291427694496,0.11673501391107649,0.5623515785048924
diffuse,0.4832911073771023,0.6777878668944229,0.9995651277571114,0.9956336118616075,0.4703709063283378,0.020830731142865155,0.009798169887151414,0.4801690762154892
structured,0.2234874483123533,0.519609102697012,0.9995890034379635,0.9896306086257681,0.32700617716507824,0.12157779666320401,0.03975669051498755,0.3667628676800658
diffuse,0.2234874483123533,0.5061912356631327,0.9989693605769114,0.9919687544858815,0.3162030979432794,0.02207123839478442,0.006978993955875487,0.32318209189915487
structured,0.22034085363781025,0.5013283655787248,0.999492410404045,0.9912357693809676,0.3123316785188468,0.1328976621396214,0.04150814988729855,0.35383982840614536
diffuse,0.22034085363781025,0.5226035545390267,0.9996743748293377,0.9898100063192418,0.3294417791861763,0.02135133891557528,0.007034023080354164,0.33647580226653045
structured,0.282262943083104,0.5526163511007356,0.9994059684880932,0.9913919324781774,0.3543730179689154,0.14542619469193752,0.05153511950471696,0.40590813747363236
diffuse,0.282262943083104,0.5507539869904328,0.9990159202084845,0.9926643324491464,0.3527976515660936,0.02208613868968201,0.007791937861882853,0.3605895894279765
structured,0.4305363394594281,0.6419758780253834,0.9992578939051131,0.9947010814355742,0.4349371559096705,0.23055528727361885,0.10027706092672484,0.5352142168363954
diffuse,0.4305363394594281,0.6273702493454587,0.999335591944567,0.9961398520494232,0.4210466506927327,0.01910567156297882,0.00804437902082762,0.42909102971356033
structured,0.47002261569232123,0.6534190130873182,0.9997273237025319,0.9965975456042171,0.44604037404850877,0.2329518649836082,0.10390593699258631,0.549946311041095
diffuse,0.47002261569232123,0.6658978013238118,0.9994809858380905,0.9963295004025714,0.45837953061793346,0.021449824098857095,0.009832160302271353,0.4682116909202048
structured,0.20239508841548914,0.5157926235705635,0.99972796745587,0.9895745996444836,0.32391513466955346,0.09908099833598438,0.03209383491919418,0.3560089695887476
diffuse,0.20239508841548914,0.5081988509641235,0.9992434586968512,0.9838365408219965,0.3178081240383618,0.02015216818839427,0.006404522767259135,0.3242126468056209
structured,0.2298156549751926,0.5148314226504709,0.998903674333011,0.9887943431995695,0.3231389496557491,0.11963715587595813,0.03865942488955824,0.36179837454530733
diffuse,0.2298156549751926,0.519459406843632,0.999576094843833,0.990164493163076,0.32688465813802703,0.020401841383162922,0.006669048945921464,0.3335537070839485
structured,0.2811704508667633,0.5544526651989927,0.9993237715065592,0.9929346811320342,0.35593013175530996,0.14588073249597688,0.05192334833785418,0.40785348009316413
diffuse,0.2811704508667633,0.542816414032636,0.9991816786876407,0.9921035798782292,0.3461261304982249,0.020300419789708868,0.007026505749301518,0.3531526362475264
structured,0.46367762033880183,0.6542209247629277,0.9996510185025851,0.9958060940757452,0.44682595770039957,0.2546632198197668,0.11379013708703468,0.5606160947874342
diffuse,0.46367762033880183,0.6593608848655503,0.999721646794597,0.9945517950142932,0.451885058042171,0.020343488051102532,0.00919291827875268,0.4610779763209237
structured,0.33319319942704745,0.5725522337673498,0.9996594126206607,0.9941817738918051,0.3714831262843592,0.18578819854805984,0.0690171808233725,0.4405003071077317
diffuse,0.33319319942704745,0.5842857297060364,0.9992842196495815,0.9918725409055815,0.3817713898006574,0.022180120884922827,0.008467735576183575,0.39023912537684097
structured,0.3835003239006456,0.6094028114744602,0.9994149695290245,0.9940396853847467,0.40437023463274463,0.21035688152229692,0.08506206153778367,0.4894322961705283
diffuse,0.3835003239006456,0.6306938057038508,0.9993651824124155,0.9950834976234674,0.4241804864859551,0.02408104835447744,0.01021471080609405,0.4343951972920491
structured,0.41379366850788324,0.6527101387763746,0.9994106505609517,0.9945896662506992,0.44534676114200683,0.21245668187201794,0.0946168951546809,0.5399636562966877
diffuse,0.41379366850788324,0.6324383365627242,0.999618715422678,0.9957234852717798,0.4258317278593478,0.02143676258506988,0.009128453651310927,0.43496018151065874
structured,0.2879492719555039,0.5409931381594572,0.9991341090206197,0.9934763436347146,0.3446033611483989,0.15700654393515456,0.05410498276234803,0.39870834391074694
diffuse,0.2879492719555039,0.546545392627038,0.9992338312988108,0.9903692068593026,0.34925174036786827,0.022115237076155925,0.007723785037495463,0.35697552540536376
structured,0.3107259041977245,0.5600912054394489,0.999392959295687,0.9936138413638556,0.36073505750433993,0.16995547230628372,0.06130889707558451,0.42204395457992444
diffuse,0.3107259041977245,0.5647975267060805,0.9991179953267637,0.9917641599555542,0.3647732828882695,0.019762220792309382,0.0072087301555735115,0.371982013043843
structured,0.28288203545510804,0.5517518787417608,0.9993921063874329,0.99232041393287,0.3536412850196387,0.14879150464272672,0.05261881890185942,0.40626010392149814
diffuse,0.28288203545510804,0.541959300417325,0.9992879387111215,0.9943103739702809,0.3454098364359499,0.022290237590925632,0.007699267320400085,0.35310910375635
structured,0.3614428895363392,0.622868491163137,0.9992110225652093,0.9928347825678868,0.4168266773615961,0.16085975237372885,0.06705063610315053,0.48387731346474666
diffuse,0.3614428895363392,0.6090957335788884,0.9993390119792015,0.995446248557064,0.40408902137696523,0.02028524891005501,0.008197046380452279,0.4122860677574175
structured,0.3059835640086412,0.5543120960742326,0.9999025692538953,0.991615045977291,0.3558108020762389,0.1662973376810044,0.059170389103421324,0.4149811911796602
diffuse,0.3059835640086412,0.5615078457516454,0.9996191429281578,0.9936765328890362,0.36194792587386115,0.022828612598281728,0.008262768980525968,0.3702106948543871
structured,0.3146173825579526,0.5501342547513498,0.9995399691287106,0.9910012679926874,0.35227427570363035,0.1780901827927076,0.0627365901532282,0.41501086585685854
diffuse,0.3146173825579526,0.5661585490181128,0.9985857639549697,0.993953564975611,0.3659458509659341,0.019040566758423694,0.006967816405285036,0.37291366737121917
structured,0.24602366302679057,0.509508773995226,0.9996625019803608,0.9907122522624633,0.3188575018603774,0.12924573963231512,0.04121097366525677,0.3600684755256342
diffuse,0.24602366302679057,0.5282930209045514,0.9994071833161859,0.990483729913442,0.33409475834414065,0.020329281416511136,0.006791906362159318,0.34088666470629997
structured,0.26260040317712025,0.546356276889318,0.9995350115715439,0.9909500849364782,0.3490928596036681,0.13470233775454787,0.047023624282034264,0.39611648388570236
diffuse,0.26260040317712025,0.5497714279844016,0.9995654599219883,0.9929917731520902,0.3519680586586046,0.02264040075074103,0.007968697899491135,0.3599367565580957
structured,0.3154975137697985,0.5599637783393278,0.9982959201451517,0.9922159507926941,0.360626071909726,0.1695829511548712,0.06115603353784014,0.42178210544756617
diffuse,0.3154975137697985,0.5752501388387986,0.9998034880509185,0.9950453270884868,0.373834102617412,0.02150259457329451,0.008038403146253587,0.3818725057636656
structured,0.4702928986644348,0.6462248867606945,0.9991558350108262,0.9952576553736153,0.4390368461165429,0.23809953115039606,0.10453446721809745,0.5435713133346404
diffuse,0.4702928986644348,0.6551604693109561,0.9993918429167482,0.9958197191006766,0.4477476401913914,0.024497169062589474,0.010968549639143997,0.4587161898305354
structured,0.49329047695981315,0.6604715562726667,0.999170952718818,0.9959410983702109,0.452983712932879,0.28879583311280765,0.13081980876298369,0.5838035216958627
diffuse,0.49329047695981315,0.6722680961744887,0.9993432082785453,0.9953121615485271,0.464774988202706,0.0242998816205916,0.011293977193537615,0.47606896539624366
structured,0.3993885950743695,0.6167206851792315,0.9996191700593734,0.9944332847666433,0.4111090747170849,0.21735034153852884,0.08935469779934697,0.5004637725164319
diffuse,0.3993885950743695,0.6175630935304587,0.9997459997173872,0.993520700296636,0.4118894698796824,0.022297751723189152,0.009184209136773154,0.42107367901645554
structured,0.35730585442061524,0.5959959897910156,0.9993847815531086,0.9934475466757854,0.3922075494674253,0.1921883349738741,0.07537771589632783,0.4675852653637531
diffuse,0.35730585442061524,0.59048820872894,0.9994415302080544,0.9922819391698605,0.3872776946562923,0.021754476344191587,0.008425023447033364,0.3957027181033257
structured,0.22723463937863864,0.5083545786456747,0.9996851417132572,0.9914947323118641,0.3179327888285849,0.13704147911058862,0.0435699796388237,0.3615027684674086
diffuse,0.22723463937863864,0.5084158566407921,0.9993851658412036,0.9904244681517334,0.31798185028029136,0.0202347246043576,0.006434275169605767,0.3244161254498971
structured,0.4873903032175818,0.6675848778256696,0.9996713146826235,0.9963364558844754,0.46006681284065987,0.27238264108454446,0.12531421355688774,0.5853810263975476
diffuse,0.4873903032175818,0.672983145324597,0.999482976000316,0.9963405873644262,0.4654970313479546,0.02347067798176483,0.010925530924235332,0.47642256227218993
structured,0.2003055346857777,0.5235339794819951,0.9992696545640419,0.9913969338129864,0.3302004242822312,0.11000486175117674,0.036323652023346746,0.36652407630557793
diffuse,0.2003055346857777,0.5229456406797552,0.9993162723007643,0.9919870942988415,0.3297206045787592,0.022722475937982156,0.007492068503797785,0.337212673082557
structured,0.4491581276509585,0.6262210649362222,0.998929799817875,0.9958164902521313,0.41996669937853776,0.23206016790010064,0.09745754277023456,0.5174242421487724
diffuse,0.4491581276509585,0.6395320816878155,0.9996209426435101,0.9965400102458383,0.43259139842950967,0.02033585366585733,0.008797115375571093,0.44138851380508076
structured,0.40394558941499636,0.6316698893999368,0.9996984053146365,0.9960240324827587,0.4251038370792314,0.22949186042575265,0.09755787044543886,0.5226617075246702
diffuse,0.40394558941499636,0.6257594218504494,0.9990761167824092,0.9961015783888044,0.4195333908963154,0.023101899950711657,0.009692018422469483,0.4292254093187849
structured,0.24897139341946412,0.5308967767474383,0.9988930039767273,0.9930577574335777,0.33623535773572766,0.13829569701138256,0.046499903157934015,0.38273526089366167
diffuse,0.24897139341946412,0.5138836903119673,0.999404208083799,0.9893607714801856,0.32237454631564405,0.019943651831334952,0.0064293257110037685,0.3288038720266478
structured,0.3529781710146792,0.6013770855145257,0.9992114641252494,0.9952905325048093,0.39706126599176417,0.18205407723289946,0.07228662238505747,0.4693478883768216
diffuse,0.3529781710146792,0.6085662109075218,0.9995656283595759,0.9944737617528696,0.4036043932870115,0.02288722009624833,0.009237382580972602,0.4128417758679841
structured,0.3571117547563778,0.5884708017742457,0.9994174037994765,0.9945240558570736,0.3854814935508891,0.19936428619347957,0.0768512428025694,0.4623327363534585
diffuse,0.3571117547563778,0.5897790646179781,0.9993740072516325,0.9949075647529828,0.3866457291512091,0.020779115329137565,0.00803415619755146,0.39467988534876053
structured,0.43660765389295886,0.6280352193986711,0.9999504097883071,0.9960107677704488,0.42167240955687124,0.2635464104857087,0.11113024993957307,0.5328026594964443
diffuse,0.43660765389295886,0.6263505798468727,0.9997332057635014,0.9954659754934282,0.4200883187096084,0.021429601060193537,0.009002325079994345,0.4290906437896027
structured,0.2874840742150417,0.5453685789324709,0.9996818112717256,0.9941201492590162,0.3482637055820608,0.17178339142381116,0.05982592045471008,0.4080896260367709
diffuse,0.2874840742150417,0.563272430823475,0.999258379101502,0.9931818002234465,0.36346190099339076,0.020284577422083006,0.007372671070677903,0.37083457206406867
structured,0.44563332821701,0.6614815823701214,0.9994980438089044,0.9965780989193728,0.4539845098220962,0.23339240960473795,0.10595653867060485,0.5599410484927011
diffuse,0.44563332821701,0.646681121070447,0.9993645421068144,0.9953427119279014,0.43947865683936455,0.02165472800129431,0.009516790776230601,0.4489954476155951
structured,0.22613208172920599,0.514599677028574,0.999638870954827,0.9914116679507189,0.32295194985821823,0.12938500006732812,0.04178513805414931,0.36473708791236753
diffuse,0.22613208172920599,0.5165418004220006,0.9991637089891867,0.9911293744861033,0.3245207498336779,0.02020072886505775,0.006555555678475362,0.3310763055121533
structured,0.30091239206559567,0.5419604876267916,0.9991581340995344,0.9907788283131149,0.3454108280473244,0.17761771682180583,0.061351082643295134,0.40676191069061957
diffuse,0.30091239206559567,0.5496025239349052,0.9995566003272164,0.9953867962742479,0.35182555733439125,0.02223045615133279,0.007821242625240405,0.35964679995963167
structured,0.21555204359603186,0.510277847634988,0.9990610505622259,0.9901830862740402,0.31947439429131463,0.11439768509609749,0.0365471311544043,0.3560215254457189
diffuse,0.21555204359603186,0.5007009994078981,0.9994507281380222,0.9902529445550309,0.31183388947436513,0.02029031634840972,0.006327208265589901,0.31816109773995505
structured,0.27875355800239254,0.5492055057513792,0.9993971169998779,0.9917221653396425,0.3514907242235199,0.15066144108152812,0.0529560990383055,0.4044468232618254
diffuse,0.27875355800239254,0.5388840337472024,0.9993674526829733,0.995360750678388,0.342846338152508,0.027511680156736773,0.009432278798160219,0.3522786169506682
structured,0.4350462425255238,0.6437706479697696,0.9992273414620719,0.9956202501219471,0.4366655631715364,0.22423666723507718,0.09791643058191338,0.5345819937534497
diffuse,0.4350462425255238,0.6371372204929803,0.9993926708847909,0.9953594171629376,0.4303011359754817,0.020914070581786848,0.008999348329214283,0.439300484304696
structured,0.2120908965391967,0.5106030617133359,0.9991058869830047,0.9895598513391328,0.3197354321795227,0.11707894239882422,0.03743428624700951,0.3571697184265322
diffuse,0.2120908965391967,0.4996560007887695,0.9990554302024757,0.9892940013655503,0.3110055680911425,0.021013519957600035,0.00653532171200796,0.31754088980315043
structured,0.3470955519825142,0.5856420536125192,0.9998374929424753,0.9951279959943872,0.3829714181954379,0.19613539695241455,0.07511425112919137,0.45808566932462924
diffuse,0.3470955519825142,0.5878263608464542,0.9996275335006732,0.9947458706020544,0.3849087812976572,0.023475061811680242,0.009035757432821015,0.39394453873047824
structured,0.47847719421438983,0.670924038206235,0.9994151541269537,0.9951468780842192,0.46342007594021806,0.24947951791584166,0.11561381713808834,0.5790338930783064
diffuse,0.47847719421438983,0.6524734135361973,0.9995988232416767,0.9961794605451333,0.4451153050192881,0.02162758870642789,0.009626770743893362,0.45474207576318143
structured,0.3265111892757182,0.5773852957563981,0.9995176957760387,0.9946708222055501,0.3757008424592322,0.18306675917125914,0.06877833564692343,0.4444791781061556
diffuse,0.3265111892757182,0.5756558767922022,0.9992240323225052,0.9949300306347098,0.37418841472698244,0.02201900035669424,0.008239254837344279,0.3824276695643267
structured,0.22131553663156373,0.5018887541354682,0.9994782267692123,0.9905206539948028,0.31277664480690776,0.12608586538873823,0.03943671393386496,0.3522133587407727
diffuse,0.22131553663156373,0.4941321107044873,0.998457149419807,0.9897100436937164,0.30664440441073826,0.02032281092235033,0.006231876251236164,0.3128762806619744
structured,0.4147488293221244,0.6427196478529499,0.999618180420711,0.9947210369466788,0.43565284279216193,0.20492689891139793,0.0892769860753325,0.5249298288674944
diffuse,0.4147488293221244,0.6417008317184428,0.9997669325972268,0.9965433980311178,0.4346727026659996,0.023207760474925787,0.010087779968461155,0.4447604826344608
